Age BP RP G
8.8 -3.565254 -5.370911 -4.493112
8.8 -3.573581 -5.38683 -4.506447
8.8 -3.582332 -5.402587 -4.519814
8.8 -3.591005 -5.418308 -4.533125
8.8 -3.59955 -5.433919 -4.546348
8.8 -3.608285 -5.449585 -4.559678
8.8 -3.616948 -5.465202 -4.572957
8.8 -3.625508 -5.48075 -4.586163
8.8 -3.634023 -5.496266 -4.599335
8.8 -3.642407 -5.511697 -4.612413
8.8 -3.650871 -5.527155 -4.625542
8.8 -3.659587 -5.542737 -4.638844
8.8 -3.668348 -5.558332 -4.652177
8.8 -3.676958 -5.57384 -4.665407
8.8 -3.685096 -5.589085 -4.678312
8.8 -3.693585 -5.604512 -4.691461
8.8 -3.702194 -5.619998 -4.704696
8.8 -3.710775 -5.635464 -4.717915
8.8 -3.718721 -5.650579 -4.730697
8.8 -3.726464 -5.66558 -4.743342
8.8 -3.733904 -5.68051 -4.755872
8.8 -3.741074 -5.695379 -4.768302
8.8 -3.747083 -5.709608 -4.779934
8.8 -3.752508 -5.723516 -4.791171
8.8 -3.758144 -5.737543 -4.802566
8.8 -3.763694 -5.751525 -4.813914
8.8 -3.766391 -5.763894 -4.823267
8.8 -3.769372 -5.776435 -4.83284
8.8 -3.772934 -5.789315 -4.842843
8.8 -3.776371 -5.802136 -4.852778
8.8 -3.772666 -5.810655 -4.857543
8.8 -3.769909 -5.819823 -4.863072
8.8 -3.766179 -5.828302 -4.867844
8.8 -3.748005 -5.826736 -4.861255
8.8 -3.730368 -5.824304 -4.854262
8.8 -3.701173 -5.812582 -4.837336
8.8 -3.672454 -5.788638 -4.811952
8.8 -3.641611 -5.763849 -4.785349
8.8 -3.624197 -5.742451 -4.765097
8.8 -3.60553 -5.720492 -4.74408
8.8 -3.588229 -5.700209 -4.724649
8.8 -3.57502 -5.682328 -4.708126
8.8 -3.56175 -5.664412 -4.691561
8.8 -3.54871 -5.646597 -4.675139
8.8 -3.536561 -5.628545 -4.658818
8.8 -3.526032 -5.611241 -4.643511
8.8 -3.517172 -5.593952 -4.628721
8.8 -3.509919 -5.577494 -4.615007
8.8 -3.503369 -5.561398 -4.601772
8.8 -3.496929 -5.545803 -4.588933
8.8 -3.4911 -5.531595 -4.577259
8.8 -3.485073 -5.517262 -4.565449
8.8 -3.47901 -5.502915 -4.553627
8.8 -3.472571 -5.488497 -4.541677
8.8 -3.465765 -5.473966 -4.52956
8.8 -3.458715 -5.45931 -4.517289
8.8 -3.451729 -5.444695 -4.505076
8.8 -3.445026 -5.430244 -4.493073
8.8 -3.437674 -5.415442 -4.480632
8.8 -3.42954 -5.40022 -4.467663
8.8 -3.421177 -5.384875 -4.454545
8.8 -3.413376 -5.369817 -4.441809
8.8 -3.406825 -5.354342 -4.429204
8.8 -3.398115 -5.337324 -4.414864
8.8 -3.389616 -5.320569 -4.400781
8.8 -3.381187 -5.303895 -4.386785
8.8 -3.372097 -5.286654 -4.3722
8.8 -3.36384 -5.269866 -4.358203
8.8 -3.355383 -5.252964 -4.344074
8.8 -3.346697 -5.235927 -4.329788
8.8 -3.337348 -5.218527 -4.315049
8.8 -3.332982 -5.208247 -4.306732
8.8 -3.340875 -5.223376 -4.319463
8.8 -3.347196 -5.236894 -4.330602
8.8 -3.354485 -5.251415 -4.34274
8.8 -3.345164 -5.236857 -4.329906
8.8 -3.336612 -5.219935 -4.315748
8.8 -3.327104 -5.202477 -4.300924
8.8 -3.326046 -5.20052 -4.299266
8.8 -3.334511 -5.217064 -4.313133
8.8 -3.342447 -5.233719 -4.326907
8.8 -3.350381 -5.250371 -4.340689
8.8 -3.358387 -5.267062 -4.354531
8.8 -3.365932 -5.283504 -4.368066
8.8 -3.373509 -5.299972 -4.38164
8.8 -3.380215 -5.315969 -4.394624
8.8 -3.385629 -5.331301 -4.406754
8.8 -3.389003 -5.345514 -4.417483
8.8 -3.391062 -5.359003 -4.427316
8.8 -3.389841 -5.370602 -4.434837
8.8 -3.381944 -5.377083 -4.436772
8.8 -3.375498 -5.3749 -4.433247
8.8 -3.366382 -5.363762 -4.422744
8.8 -3.358511 -5.348682 -4.409935
8.8 -3.354317 -5.34026 -4.402849
8.8 -3.34691 -5.325453 -4.390387
8.8 -3.339848 -5.310778 -4.378131
8.8 -3.332563 -5.295984 -4.365732
8.8 -3.326643 -5.281951 -4.354298
8.8 -3.318751 -5.266823 -4.341493
8.8 -3.311579 -5.252095 -4.3292
8.8 -3.305361 -5.237904 -4.317588
8.8 -3.298015 -5.223078 -4.30519
8.8 -3.290205 -5.207998 -4.292476
8.8 -3.282429 -5.192935 -4.279792
8.8 -3.275833 -5.178525 -4.267943
8.8 -3.267536 -5.163172 -4.254908
8.8 -3.264291 -5.155284 -4.248551
8.8 -3.273586 -5.172659 -4.263267
8.8 -3.282494 -5.189817 -4.277719
8.8 -3.29098 -5.206743 -4.291885
8.8 -3.299415 -5.223639 -4.306025
8.8 -3.307797 -5.240505 -4.320138
8.8 -3.316089 -5.25732 -4.334198
8.8 -3.324328 -5.274109 -4.348232
8.8 -3.332519 -5.290873 -4.362246
8.8 -3.340497 -5.307524 -4.376124
8.8 -3.348336 -5.324101 -4.389919
8.8 -3.355978 -5.340572 -4.40359
8.8 -3.363545 -5.357013 -4.417228
8.8 -3.371089 -5.373452 -4.43087
8.8 -3.378527 -5.389843 -4.444456
8.8 -3.385362 -5.40589 -4.457629
8.8 -3.391646 -5.421785 -4.470568
8.8 -3.397738 -5.437699 -4.483497
8.8 -3.403655 -5.453496 -4.496307
8.8 -3.408282 -5.468411 -4.508125
8.8 -3.413253 -5.483594 -4.520249
8.8 -3.418128 -5.498725 -4.532324
8.8 -3.422077 -5.513169 -4.543654
8.8 -3.425379 -5.527137 -4.554472
8.8 -3.429032 -5.541451 -4.565653
8.8 -3.432015 -5.555152 -4.576219
8.8 -3.434077 -5.56812 -4.586009
8.8 -3.436396 -5.580914 -4.595765
8.8 -3.439012 -5.593367 -4.605378
8.8 -3.441822 -5.605875 -4.615098
8.8 -3.444621 -5.618317 -4.624777
8.8 -3.447205 -5.630632 -4.634315
8.8 -3.449258 -5.642638 -4.64349
8.8 -3.450523 -5.654194 -4.652129
8.8 -3.451651 -5.665671 -4.660683
8.8 -3.450856 -5.676033 -4.667904
8.8 -3.449986 -5.686359 -4.675091
8.8 -3.447753 -5.695884 -4.681329
8.8 -3.44536 -5.705313 -4.687467
8.8 -3.440875 -5.713476 -4.69212
8.8 -3.435163 -5.720908 -4.695918
8.8 -3.42732 -5.727009 -4.698177
8.8 -3.418664 -5.732613 -4.699867
8.8 -3.405196 -5.735059 -4.697959
8.8 -3.390737 -5.736853 -4.695323
8.8 -3.374641 -5.737512 -4.691431
8.8 -3.354343 -5.734872 -4.68401
8.8 -3.328278 -5.727422 -4.671533
8.8 -3.297654 -5.707215 -4.648495
8.8 -3.277706 -5.685144 -4.62695
8.8 -3.262456 -5.664897 -4.608006
8.8 -3.250588 -5.646134 -4.591061
8.8 -3.23926 -5.627617 -4.574446
8.8 -3.228323 -5.609278 -4.558071
8.8 -3.217718 -5.591087 -4.541899
8.8 -3.206579 -5.57264 -4.525399
8.8 -3.196359 -5.554622 -4.509468
8.8 -3.185137 -5.536129 -4.492922
8.8 -3.175947 -5.51862 -4.477654
8.8 -3.169712 -5.502602 -4.464285
8.8 -3.163735 -5.486732 -4.451103
8.8 -3.158328 -5.471188 -4.438322
8.8 -3.153711 -5.45609 -4.42609
8.8 -3.149086 -5.441009 -4.413877
8.8 -3.144382 -5.425904 -4.401634
8.8 -3.139903 -5.410939 -4.389564
8.8 -3.135444 -5.395999 -4.377526
8.8 -3.131318 -5.381254 -4.365731
8.8 -3.12729 -5.366576 -4.354024
8.8 -3.123541 -5.353166 -4.343316
8.8 -3.119745 -5.340123 -4.332867
8.8 -3.116046 -5.32714 -4.322497
8.8 -3.112007 -5.313046 -4.311242
8.8 -3.107803 -5.298303 -4.299484
8.8 -3.103625 -5.283576 -4.287757
8.8 -3.09965 -5.269702 -4.276708
8.8 -3.095843 -5.25668 -4.266325
8.8 -3.092134 -5.243723 -4.256027
8.8 -3.0878 -5.2304 -4.245293
8.8 -3.083866 -5.217282 -4.234832
8.8 -3.079602 -5.203975 -4.224149
8.8 -3.075426 -5.190754 -4.213571
8.8 -3.071842 -5.178043 -4.203577
8.8 -3.066484 -5.164333 -4.192361
8.8 -3.062229 -5.15124 -4.181916
8.8 -3.058237 -5.140945 -4.173515
8.8 -3.061671 -5.152717 -4.182783
8.8 -3.064931 -5.166641 -4.193515
8.8 -3.057496 -5.152226 -4.181188
8.8 -3.050384 -5.137515 -4.168755
8.8 -3.046484 -5.132468 -4.164052
8.8 -3.049201 -5.145981 -4.174328
8.8 -3.051903 -5.158941 -4.184225
8.8 -3.054697 -5.171275 -4.19372
8.8 -3.05791 -5.184243 -4.203843
8.8 -3.060295 -5.19672 -4.213393
8.8 -3.062169 -5.208776 -4.222507
8.8 -3.063872 -5.220759 -4.231531
8.8 -3.064145 -5.231969 -4.239604
8.8 -3.06036 -5.236875 -4.242024
8.8 -3.060055 -5.247791 -4.249745
8.8 -3.052973 -5.254848 -4.25279
8.8 -3.044114 -5.260778 -4.254544
8.8 -3.029197 -5.26264 -4.25169
8.8 -3.011276 -5.26159 -4.245922
8.8 -2.9942 -5.259833 -4.239904
8.8 -2.975099 -5.256552 -4.232245
8.8 -2.953691 -5.24617 -4.218822
8.8 -2.936928 -5.239197 -4.209153
8.8 -2.920366 -5.232841 -4.200002
8.8 -2.898926 -5.220922 -4.185476
8.8 -2.883881 -5.203249 -4.168519
8.8 -2.879063 -5.192825 -4.159621
8.8 -2.874465 -5.179283 -4.148522
8.8 -2.869597 -5.165491 -4.137174
8.8 -2.865461 -5.152111 -4.126334
8.8 -2.862196 -5.139232 -4.116106
8.8 -2.857711 -5.125689 -4.105065
8.8 -2.856347 -5.113907 -4.096176
8.8 -2.852977 -5.100998 -4.08592
8.8 -2.849388 -5.087985 -4.075535
8.8 -2.846044 -5.075114 -4.065331
8.8 -2.843676 -5.062793 -4.055805
8.8 -2.840503 -5.05003 -4.045742
8.8 -2.83754 -5.0374 -4.035844
8.8 -2.835084 -5.025057 -4.026305
8.8 -2.831462 -5.012059 -4.015972
8.8 -2.829521 -5.000005 -4.006807
8.8 -2.826004 -4.987073 -3.996571
8.8 -2.824388 -4.975214 -3.987658
8.8 -2.828579 -4.984106 -3.995203
8.8 -2.833398 -4.999223 -4.007368
8.8 -2.837742 -5.014079 -4.019221
8.8 -2.841651 -5.028696 -4.030789
8.8 -2.845573 -5.043324 -4.042382
8.8 -2.849527 -5.057974 -4.054009
8.8 -2.853433 -5.072605 -4.065619
8.8 -2.857245 -5.087192 -4.077183
8.8 -2.861092 -5.101809 -4.088789
8.8 -2.864936 -5.116436 -4.10041
8.8 -2.868794 -5.131086 -4.112063
8.8 -2.872715 -5.145787 -4.12378
8.8 -2.876589 -5.16048 -4.135488
8.8 -2.880535 -5.175234 -4.147269
8.8 -2.884458 -5.19 -4.159062
8.8 -2.888357 -5.20478 -4.170867
8.8 -2.892425 -5.219681 -4.182816
8.8 -2.896751 -5.234741 -4.19496
8.8 -2.901131 -5.24982 -4.207142
8.8 -2.905701 -5.264992 -4.219451
8.8 -2.910388 -5.280218 -4.231842
8.8 -2.915118 -5.295458 -4.244263
8.8 -2.919176 -5.310326 -4.256239
8.8 -2.923182 -5.325159 -4.268187
8.8 -2.9276 -5.340208 -4.280413
8.8 -2.932159 -5.355327 -4.29274
8.8 -2.936665 -5.370412 -4.305037
8.8 -2.940986 -5.385398 -4.31722
8.8 -2.945285 -5.400415 -4.329396
8.8 -2.949541 -5.415409 -4.341553
8.8 -2.953749 -5.430377 -4.353689
8.8 -2.957779 -5.44524 -4.365709
8.8 -2.961811 -5.460105 -4.377743
8.8 -2.965711 -5.474902 -4.389701
8.8 -2.969368 -5.489556 -4.401501
8.8 -2.972305 -5.503706 -4.412828
8.8 -2.975374 -5.517881 -4.424325
8.8 -2.978503 -5.531958 -4.435775
8.8 -2.981487 -5.545459 -4.446768
8.8 -2.983301 -5.558142 -4.456898
8.8 -2.985571 -5.570807 -4.467162
8.8 -2.988256 -5.583603 -4.477632
8.8 -2.991106 -5.596454 -4.488193
8.8 -2.993132 -5.608888 -4.498159
8.8 -2.994116 -5.620782 -4.507406
8.8 -2.993255 -5.631699 -4.51547
8.8 -3.022239 -5.652932 -4.53873
8.8 -3.015138 -5.657178 -4.540205
8.8 -3.00245 -5.660949 -4.539959
8.8 -2.981699 -5.656827 -4.53166
8.8 -2.968616 -5.647344 -4.521278
8.8 -2.994189 -5.653601 -4.532413
8.8 -2.992435 -5.64519 -4.525603
8.8 -2.9629 -5.621572 -4.500394
8.8 -2.932372 -5.597773 -4.474813
8.8 -2.90319 -5.57471 -4.450156
8.8 -2.874407 -5.552179 -4.426004
8.8 -2.8507 -5.529641 -4.40309
8.8 -2.825528 -5.506566 -4.379411
8.8 -2.802238 -5.483994 -4.356622
8.8 -2.778861 -5.461427 -4.333794
8.8 -2.760716 -5.440366 -4.313349
8.8 -2.742445 -5.419327 -4.29289
8.8 -2.726254 -5.398928 -4.273433
8.8 -2.712717 -5.379528 -4.25539
8.8 -2.701252 -5.360966 -4.238497
8.8 -2.690527 -5.342705 -4.222019
8.8 -2.681253 -5.325142 -4.206464
8.8 -2.671821 -5.307558 -4.190884
8.8 -2.663244 -5.290384 -4.175833
8.8 -2.654876 -5.273323 -4.160925
8.8 -2.647186 -5.256617 -4.146461
8.8 -2.639832 -5.24007 -4.13221
8.8 -2.632754 -5.223678 -4.118152
8.8 -2.624661 -5.206846 -4.103512
8.8 -2.617781 -5.190554 -4.089594
8.8 -2.611356 -5.174489 -4.075965
8.8 -2.605057 -5.15841 -4.062323
8.8 -2.598706 -5.14231 -4.048662
8.8 -2.592277 -5.126175 -4.034965
8.8 -2.586398 -5.110332 -4.021636
8.8 -2.579715 -5.094084 -4.00781
8.8 -2.574114 -5.078603 -3.994824
8.8 -2.566325 -5.063366 -3.981399
8.8 -2.55941 -5.048343 -3.968356
8.8 -2.55355 -5.0325 -3.954961
8.8 -2.54778 -5.016665 -3.941607
8.8 -2.543441 -5.002747 -3.930061
8.8 -2.538851 -4.98903 -3.918616
8.8 -2.533355 -4.974842 -3.906603
8.8 -2.528764 -4.961138 -3.895237
8.8 -2.523417 -4.947093 -3.883468
8.8 -2.524515 -4.959605 -3.892996
8.8 -2.517542 -4.956031 -3.888544
8.8 -2.509868 -4.941013 -3.875434
8.8 -2.502136 -4.925846 -3.862211
8.8 -2.500285 -4.935235 -3.868661
8.8 -2.503223 -4.949646 -3.880171
8.8 -2.504678 -4.963232 -3.890734
8.8 -2.505817 -4.976496 -3.900995
8.8 -2.50608 -4.989396 -3.910785
8.8 -2.50537 -5.001683 -3.919895
8.8 -2.502997 -5.013139 -3.927948
8.8 -2.498823 -5.023534 -3.93464
8.8 -2.491871 -5.032394 -3.939517
8.8 -2.482382 -5.039899 -3.942773
8.8 -2.469021 -5.045229 -3.943411
8.8 -2.452014 -5.04809 -3.941296
8.8 -2.429344 -5.047691 -3.935375
8.8 -2.404598 -5.044963 -3.927309
8.8 -2.388079 -5.044157 -3.923088
8.8 -2.406774 -5.052655 -3.934449
8.8 -2.432244 -5.062286 -3.948235
8.8 -2.459902 -5.072696 -3.962596
8.8 -2.602253 -5.127638 -4.039476
8.8 -2.760046 -5.192046 -4.128201
8.8 -2.931495 -5.265186 -4.227576
8.8 -3.111368 -5.34566 -4.335486
8.8 -3.284091 -5.421335 -4.439072
8.8 -3.443677 -5.488782 -4.534279
8.8 -3.59625 -5.551237 -4.625084
8.8 -3.740651 -5.605328 -4.708675
8.8 -3.875943 -5.652785 -4.785778
8.8 -4.008217 -5.691443 -4.857599
8.8 -4.141952 -5.721048 -4.925623
8.8 -4.264454 -5.743459 -4.986225
8.8 -4.368729 -5.760869 -5.037908
8.8 -4.46284 -5.771772 -5.08302
8.8 -4.550257 -5.774288 -5.123921
8.8 -4.629676 -5.773095 -5.15901
8.8 -4.691852 -5.765763 -5.181325
8.8 -4.74075 -5.74185 -5.193962
8.8 -4.799601 -5.730175 -5.216012
8.8 -4.866581 -5.72688 -5.245733
8.8 -4.916142 -5.714079 -5.264149
8.8 -4.957432 -5.698974 -5.279106
8.8 -4.990643 -5.676906 -5.287788
8.8 -5.020172 -5.652164 -5.293884
8.8 -5.053544 -5.628784 -5.302501
8.8 -5.086329 -5.602523 -5.309608
8.8 -5.122258 -5.578915 -5.319561
8.8 -5.135546 -5.550619 -5.315281
8.8 -5.145499 -5.520378 -5.309664
8.8 -5.156173 -5.488725 -5.304432
8.8 -5.167797 -5.456399 -5.299426
8.8 -5.181236 -5.423332 -5.294889
8.8 -5.19038 -5.389235 -5.288338
8.8 -5.18187 -5.353274 -5.269591
8.8 -5.162967 -5.317104 -5.244086
8.8 -5.125914 -5.28043 -5.207455
8.8 -5.099543 -5.237886 -5.172097
8.8 -5.096289 -5.184988 -5.151814
8.8 -5.05424 -5.138099 -5.107396
8.8 -5.007607 -5.086943 -5.057356
8.8 -4.989497 -5.032965 -5.027161
8.8 -4.953906 -4.977851 -4.984013
8.8 -4.907136 -4.921308 -4.932347
8.8 -4.860389 -4.863249 -4.880247
8.8 -4.812832 -4.804164 -4.82726
8.8 -4.764562 -4.744232 -4.773514
8.8 -4.715525 -4.683426 -4.718964
8.8 -4.665678 -4.621751 -4.663582
8.8 -4.614841 -4.558989 -4.607174
8.8 -4.562947 -4.495005 -4.549647
8.8 -4.510588 -4.430645 -4.491692
8.8 -4.458396 -4.366821 -4.43405
8.8 -4.406815 -4.304165 -4.377249
8.8 -4.354974 -4.24143 -4.320258
8.8 -4.301702 -4.17694 -4.261684
8.8 -4.245687 -4.109824 -4.200072
8.8 -4.188361 -4.041091 -4.137017
8.8 -4.132643 -3.97188 -4.075671
8.8 -4.080371 -3.901991 -4.017939
8.8 -4.029347 -3.831787 -3.961553
8.8 -3.976481 -3.763008 -3.90343
8.8 -3.921151 -3.696066 -3.842981
8.8 -3.865141 -3.629816 -3.781911
8.8 -3.809647 -3.563437 -3.721335
8.8 -3.75427 -3.497199 -3.660881
8.8 -3.698997 -3.431215 -3.600546
8.8 -3.643819 -3.365474 -3.540319
8.8 -3.588785 -3.300042 -3.480263
8.8 -3.535023 -3.236612 -3.42135
8.8 -3.480234 -3.171727 -3.361632
8.8 -3.418831 -3.097051 -3.29639
8.8 -3.353832 -3.017003 -3.228187
8.8 -3.293272 -2.943048 -3.163904
8.8 -3.238238 -2.876435 -3.104505
8.8 -3.187164 -2.815081 -3.048631
8.8 -3.1385 -2.756958 -2.994936
8.8 -3.090886 -2.700312 -2.942229
8.8 -3.043139 -2.643661 -2.889472
8.8 -2.994245 -2.585766 -2.835765
8.8 -2.943367 -2.525659 -2.78036
8.8 -2.889846 -2.46263 -2.722656
8.8 -2.833449 -2.396449 -2.662427
8.8 -2.774362 -2.32734 -2.599769
8.8 -2.713409 -2.256282 -2.535451
8.8 -2.650815 -2.183652 -2.469722
8.8 -2.587993 -2.11104 -2.403888
8.8 -2.527744 -2.04143 -2.340556
8.8 -2.470322 -1.975235 -2.279973
8.8 -2.416123 -1.912939 -2.222536
8.8 -2.365565 -1.854491 -2.168617
8.8 -2.317195 -1.798497 -2.116874
8.8 -2.26911 -1.743297 -2.065541
8.8 -2.219478 -1.687304 -2.012913
8.8 -2.166654 -1.629118 -1.957451
8.8 -2.109296 -1.567657 -1.897909
8.8 -2.048534 -1.504488 -1.835498
8.8 -1.985168 -1.440058 -1.770904
8.8 -1.919181 -1.373693 -1.703942
8.8 -1.850462 -1.30462 -1.634332
8.8 -1.77888 -1.232047 -1.561774
8.8 -1.703763 -1.155116 -1.485559
8.8 -1.624528 -1.073855 -1.405273
8.8 -1.542892 -0.989937 -1.32259
8.8 -1.460642 -0.90508 -1.239249
8.8 -1.379492 -0.820929 -1.156915
8.8 -1.296437 -0.734037 -1.072486
8.8 -1.211703 -0.644862 -0.98626
8.8 -1.130101 -0.55897 -0.903217
8.8 -1.056343 -0.481827 -0.828238
8.8 -0.995379 -0.419062 -0.766428
8.8 -0.949099 -0.372475 -0.719662
8.8 -0.912416 -0.336499 -0.682739
8.8 -0.880584 -0.305902 -0.650801
8.8 -0.848737 -0.275333 -0.618868
8.8 -0.812172 -0.239605 -0.582124
8.8 -0.765929 -0.193271 -0.535493
8.8 -0.706433 -0.132369 -0.475312
8.8 -0.637586 -0.061176 -0.40557
8.8 -0.562411 0.016959 -0.329365
8.8 -0.483207 0.099477 -0.249059
8.8 -0.402251 0.183838 -0.166987
8.8 -0.321846 0.267478 -0.085516
8.8 -0.244085 0.348065 -0.006793
8.8 -0.16699 0.427792 0.071208
8.8 -0.089596 0.50774 0.149481
8.8 -0.011849 0.587971 0.228082
8.8 0.066242 0.668482 0.307005
8.8 0.144621 0.749222 0.386195
8.8 0.223395 0.830295 0.465758
8.8 0.302495 0.911629 0.545624
8.8 0.381984 0.99329 0.625858
8.8 0.461881 1.075304 0.70648
8.8 0.542119 1.157606 0.787424
8.8 0.622808 1.240303 0.8688
8.8 0.70391 1.323358 0.950569
8.8 0.785458 1.406807 1.032766
8.8 0.867506 1.490708 1.115447
8.8 0.949979 1.574986 1.198536
8.8 1.033043 1.659805 1.282198
8.8 1.116617 1.745087 1.366353
8.8 1.200771 1.830908 1.451076
8.8 1.285612 1.91737 1.536469
8.8 1.371076 2.00441 1.622469
8.8 1.45723 2.092101 1.709146
8.8 1.544215 2.180583 1.79664
8.8 1.631948 2.269771 1.884867
8.8 1.720618 2.359857 1.974018
8.8 1.810334 2.450953 2.064203
8.8 1.90101 2.542972 2.155334
8.8 1.992895 2.636163 2.247663
8.8 2.086096 2.730635 2.341295
8.8 2.180599 2.826373 2.436216
8.8 2.276813 2.923787 2.532836
8.8 2.374845 3.022985 2.631263
8.8 2.474815 3.124087 2.731616
8.8 2.577092 3.227459 2.834264
8.8 2.681967 3.333395 2.939498
8.8 2.789599 3.442051 3.047476
8.8 2.900823 3.554257 3.159032
8.8 3.015604 3.669981 3.274131
8.8 3.134719 3.789986 3.393546
8.8 3.258415 3.914512 3.517523
8.8 3.38625 4.04311 3.645616
8.8 3.518113 4.175634 3.777702
8.8 3.651509 4.309583 3.911284
8.8 3.783254 4.441743 4.043168
8.8 3.909435 4.56819 4.16944
8.8 4.027386 4.686268 4.287433
8.8 4.135942 4.794831 4.395991
8.8 4.235044 4.89384 4.495062
8.8 4.326435 4.985064 4.586397
8.8 4.41029 5.068684 4.670173
8.8 4.488789 5.146902 4.748577
8.8 4.561927 5.219714 4.821606
8.8 4.63125 5.28868 4.890808
8.8 4.696668 5.353706 4.956093
8.8 4.759117 5.415739 5.018402
8.8 4.818884 5.475065 5.078021
8.8 4.876254 5.531971 5.135234
8.8 4.931478 5.586709 5.190293
8.8 4.984818 5.639543 5.243463
8.8 5.036693 5.690895 5.295161
8.8 5.087002 5.740664 5.345288
8.8 5.136092 5.789197 5.39419
8.8 5.184086 5.836617 5.44199
8.8 5.231166 5.883109 5.488872
8.8 5.277452 5.928793 5.534953
8.8 5.323154 5.97388 5.580447
8.8 5.368478 6.018577 5.625559
8.8 5.413663 6.063125 5.670529
8.8 5.458993 6.107808 5.71564
8.8 5.504887 6.15305 5.761312
8.8 5.551868 6.199379 5.808074
8.8 5.600504 6.247366 5.85649
8.8 5.65083 6.297049 5.906598
8.8 5.702304 6.347879 5.957853
8.8 5.754343 6.39927 6.009674
8.8 5.806447 6.450718 6.061554
8.8 5.858273 6.501877 6.113155
8.8 5.909914 6.552839 6.164566
8.8 5.961075 6.603308 6.215491
8.8 6.011831 6.653358 6.266008
8.8 6.062195 6.703002 6.316127
8.8 6.112283 6.752357 6.365967
8.8 6.162061 6.801387 6.41549
8.8 6.211646 6.850214 6.464818
8.8 6.26098 6.898777 6.513891
8.8 6.310188 6.9472 6.562831
8.8 6.359255 6.99547 6.611629
8.8 6.408222 7.043625 6.660319
8.8 6.456931 7.091509 6.708747
8.8 6.505464 7.139203 6.756995
8.8 6.553782 7.186668 6.805023
8.8 6.601719 7.233735 6.852664
8.8 6.649369 7.280498 6.900012
8.8 6.696571 7.326795 6.946905
8.8 6.743338 7.372636 6.993357
8.8 6.789573 7.417928 7.03927
8.8 6.835228 7.46262 7.084598
8.8 6.880316 7.506722 7.12935
8.8 6.92477 7.550167 7.17346
8.8 6.968575 7.592939 7.216912
8.8 7.01188 7.635188 7.259856
8.8 7.054467 7.676693 7.302074
8.8 7.096486 7.717607 7.343717
8.8 7.138004 7.757997 7.384849
8.8 7.17895 7.797789 7.425401
8.8 7.219352 7.83701 7.465399
8.8 7.259266 7.875717 7.504901
8.8 7.298749 7.913965 7.543962
8.8 7.337723 7.951676 7.582503
8.8 7.376307 7.988974 7.620647
8.8 7.414468 8.02582 7.658358
8.8 7.45223 8.062241 7.69566
8.8 7.489588 8.098228 7.732548
8.8 7.526686 8.133927 7.769167
8.8 7.563402 8.169212 7.805391
8.8 7.599777 8.204124 7.841263
8.8 7.635889 8.238744 7.876863
8.8 7.671741 8.273077 7.912193
8.8 7.707278 8.307065 7.947198
8.8 7.742539 8.340746 7.981916
8.8 7.777577 8.37417 8.016399
8.8 7.812376 8.407321 8.050631
8.8 7.846947 8.440207 8.08462
8.8 7.881299 8.472837 8.11838
8.8 7.914336 8.504001 8.150838
8.8 7.944784 8.53231 8.180755
8.8 7.973689 8.558908 8.209148
8.8 8.002105 8.584953 8.237051
8.8 8.031083 8.611597 8.265484
8.8 8.061716 8.640036 8.295514
8.8 8.095097 8.671467 8.328209
8.8 8.13235 8.707119 8.364662
8.8 8.174628 8.748248 8.406
8.8 8.223175 8.796161 8.453476
8.8 8.279283 8.851845 8.508709
8.8 8.341772 8.914016 8.570547
8.8 8.409122 8.981129 8.637419
8.8 8.479731 9.051556 8.707666
8.8 8.552026 9.123699 8.779661
8.8 8.624409 9.195932 8.851749
8.8 8.695271 9.266617 8.922266
8.8 8.762991 9.334106 8.989532
8.8 8.825907 9.396707 9.051828
8.8 8.882368 9.452738 9.107445
8.8 8.930379 9.500134 9.154378
8.8 8.966493 9.535116 9.189573
8.8 8.992881 9.55993 9.215242
8.8 9.013283 9.578462 9.235037
8.8 9.031132 9.594265 9.252309
8.8 9.049661 9.610708 9.270218
8.8 9.072168 9.631222 9.291986
8.8 9.097735 9.654869 9.316719
8.8 9.12335 9.67852 9.341473
8.8 9.149136 9.70229 9.366367
8.8 9.175211 9.726281 9.391519
8.8 9.201669 9.750574 9.417013
8.8 9.228644 9.77529 9.442986
8.8 9.256239 9.800516 9.46953
8.8 9.284324 9.826149 9.496532
8.8 9.312562 9.851915 9.523686
8.8 9.341093 9.877923 9.551113
8.8 9.370081 9.9043 9.578958
8.8 9.3997 9.93119 9.607378
8.8 9.430096 9.958702 9.636499
8.8 9.461428 9.986969 9.666468
8.8 9.493839 10.016102 9.697407
8.8 9.5275 10.046249 9.729477
8.8 9.562607 10.077677 9.762894
8.8 9.598998 10.110241 9.797511
8.8 9.636221 10.14349 9.832881
8.8 9.67411 10.177265 9.86885
8.8 9.712381 10.211287 9.90514
8.8 9.750779 10.245309 9.941505
8.8 9.789073 10.279103 9.977724
8.8 9.827053 10.312481 10.013598
8.8 9.864359 10.345089 10.048777
8.8 9.900887 10.376831 10.08316
8.8 9.937073 10.4081 10.117165
8.8 9.97324 10.439198 10.151096
8.850000000000001 13.332801 11.257431 12.208427
8.850000000000001 13.302624 11.233352 12.182958
8.850000000000001 13.194174 11.147203 12.091919
8.850000000000001 13.089343 11.064389 12.003537
8.850000000000001 12.979035 10.977507 11.909944
8.850000000000001 12.871505 10.893247 11.818532
8.850000000000001 12.760889 10.806922 11.72442
8.850000000000001 12.650998 10.721443 11.630939
