Age BP RP G
5.5 -3.334351 -2.784341 -3.115513
5.5 -3.387079 -2.836194 -3.167792
5.5 -3.439035 -2.88723 -3.219303
5.5 -3.49125 -2.938462 -3.271065
5.5 -3.543087 -2.989256 -3.322443
5.5 -3.594885 -3.039946 -3.373773
5.5 -3.648424 -3.092272 -3.426814
5.5 -3.71129 -3.153673 -3.489095
5.5 -3.7747 -3.215462 -3.55188
5.5 -3.837195 -3.276044 -3.613686
5.5 -3.899156 -3.335874 -3.674912
5.5 -3.961238 -3.3957 -3.736236
5.5 -4.034764 -3.466598 -3.808887
5.5 -4.112196 -3.541541 -3.885481
5.5 -4.172374 -3.600104 -3.9451
5.5 -4.280327 -3.70582 -4.052225
5.5 -4.394117 -3.818213 -4.16539
5.5 -4.445634 -3.86938 -4.216695
5.5 -4.493622 -3.91717 -4.264523
5.5 -4.536886 -3.960344 -4.307669
5.5 -4.581308 -4.004743 -4.351988
5.5 -4.627053 -4.050528 -4.397644
5.5 -4.674022 -4.097595 -4.444536
5.5 -4.721972 -4.145696 -4.492421
5.5 -4.771461 -4.195388 -4.541855
5.5 -4.821408 -4.245579 -4.591758
5.5 -4.87328 -4.297737 -4.643593
5.5 -4.981868 -4.406975 -4.752125
5.5 -5.145543 -4.571651 -4.915734
5.5 -5.266531 -4.693285 -5.036661
5.5 -5.334301 -4.761353 -5.104386
5.5 -5.40399 -4.831288 -5.174015
5.5 -5.482409 -4.909888 -5.252347
5.5 -5.599965 -5.027497 -5.369726
5.5 -5.716811 -5.144082 -5.486325
5.5 -6.319942 -5.744207 -6.088172
5.5 -6.356711 -5.780294 -6.124691
5.5 -6.40894 -5.831872 -6.176689
5.5 -6.476438 -5.898196 -6.243777
5.5 -6.530646 -5.951162 -6.297561
5.5 -6.586473 -6.005825 -6.352998
5.5 -6.651066 -6.069417 -6.417258
5.5 -6.692838 -6.110747 -6.458884
5.5 -6.735645 -6.153098 -6.501541
5.5 -6.779236 -6.196222 -6.54498
5.5 -6.823743 -6.240251 -6.589329
5.5 -6.884298 -6.300241 -6.649699
5.5 -6.95716 -6.372447 -6.722346
5.5 -7.193308 -6.606914 -6.957945
5.5 -7.264556 -6.677668 -7.029031
5.5 -7.483376 -6.895171 -7.247417
5.55 8.090838 6.349678 7.209285
5.55 8.031236 6.297432 7.154433
5.55 7.954742 6.230478 7.084087
5.55 7.879664 6.164889 7.015115
5.55 7.80651 6.101118 6.947987
5.55 7.734912 6.038827 6.882355
5.55 7.664426 5.977601 6.817793
5.55 7.594582 5.916994 6.753849
5.55 7.525256 5.856884 6.690397
5.55 7.455915 5.796762 6.62692
5.55 7.386852 5.736866 6.563675
5.55 7.317524 5.676699 6.50015
5.55 7.24739 5.615749 6.43582
5.55 7.176493 5.554025 6.370708
5.55 7.095603 5.48491 6.297225
5.55 7.000131 5.405544 6.211845
5.55 6.90508 5.326598 6.126842
5.55 6.810291 5.247923 6.042061
5.55 6.716341 5.169952 5.957986
5.55 6.622838 5.092512 5.874359
5.55 6.530075 5.015876 5.791464
5.55 6.438289 4.940164 5.709467
5.55 6.33209 4.854542 5.615742
5.55 6.223267 4.767855 5.520269
5.55 6.12093 4.686684 5.430636
5.55 6.026551 4.612203 5.348151
5.55 5.94125 4.545277 5.27379
5.55 5.864245 4.486203 5.207422
5.55 5.794209 4.43349 5.147616
5.55 5.729114 4.384755 5.092121
5.55 5.666445 4.337765 5.038602
5.55 5.603995 4.290611 4.985047
5.55 5.558252 4.257084 4.946386
5.55 5.501037 4.215531 4.898202
5.55 5.413139 4.150963 4.823672
5.55 5.383263 4.12878 4.798193
5.55 5.359641 4.111324 4.778091
5.55 5.319205 4.08122 4.743553
5.55 5.256784 4.0343 4.690006
5.55 5.192298 3.985358 4.634443
5.55 5.096892 3.911846 4.551556
5.55 5.027375 3.857866 4.490863
5.55 4.938142 3.788023 4.412481
5.55 4.844255 3.714968 4.330025
5.55 4.755155 3.646138 4.251834
5.55 4.690383 3.595506 4.194698
5.55 4.625349 3.544611 4.137375
5.55 4.560074 3.493557 4.079891
5.55 4.504844 3.449778 4.030963
5.55 4.451617 3.40752 3.983798
5.55 4.398287 3.365283 3.936619
5.55 4.343683 3.32149 3.888029
5.55 4.283136 3.27025 3.832668
5.55 4.222452 3.219193 3.777296
5.55 4.16552 3.170959 3.725105
5.55 4.112251 3.125428 3.676015
5.55 4.058892 3.080056 3.626935
5.55 4.00529 3.034719 3.57773
5.55 3.951674 2.989566 3.528591
5.55 3.894466 2.941018 3.475941
5.55 3.827405 2.882824 3.413529
5.55 3.760333 2.824778 3.351178
5.55 3.693115 2.766763 3.288768
5.55 3.626102 2.709002 3.226588
5.55 3.553163 2.646024 3.158839
5.55 3.45876 2.563199 3.070439
5.55 3.414997 2.52447 3.029275
5.55 3.37132 2.485941 2.988251
5.55 3.3276 2.447503 2.947246
5.55 3.261654 2.389026 2.885128
5.55 3.193523 2.328372 2.820816
5.55 3.088077 2.234007 2.721003
5.55 2.952271 2.111779 2.59206
5.55 2.830954 2.00193 2.4765
5.55 2.763919 1.940972 2.412495
5.55 2.649873 1.836932 2.303404
5.55 2.515856 1.714113 2.174886
5.55 2.486808 1.693389 2.149918
5.55 2.514889 1.723507 2.179006
5.55 2.346943 1.544702 2.005664
5.55 2.40743 1.614462 2.070735
5.55 2.273304 1.49069 1.941615
5.55 2.128652 1.357175 1.802305
5.55 1.907486 1.152192 1.588777
5.55 1.633059 0.897024 1.323274
5.55 1.380844 0.661908 1.078827
5.55 1.229458 0.520792 0.932044
5.55 0.975589 0.285125 0.68624
5.55 0.779254 0.105446 0.497224
5.55 0.599818 -0.054541 0.326286
5.55 0.336949 -0.2764 0.081051
5.55 0.152137 -0.418592 -0.0861
5.55 0.010084 -0.511756 -0.208114
5.55 -0.050548 -0.546418 -0.258174
5.55 -0.143387 -0.594654 -0.333294
5.55 -0.233065 -0.637877 -0.405038
5.55 -0.318298 -0.676786 -0.472752
5.55 -0.400201 -0.711485 -0.536966
5.55 -0.477095 -0.740996 -0.596776
5.55 -0.546178 -0.76473 -0.649765
5.55 -0.602917 -0.780724 -0.691758
5.55 -0.644803 -0.789349 -0.721831
5.55 -0.680952 -0.7964 -0.747714
5.55 -0.711618 -0.801053 -0.769245
5.55 -0.737358 -0.803389 -0.786649
5.55 -0.75854 -0.803637 -0.800234
5.55 -0.775581 -0.80191 -0.81028
5.55 -0.788675 -0.798164 -0.816895
5.55 -0.799765 -0.793183 -0.821584
5.55 -0.807172 -0.78595 -0.823005
5.55 -0.811842 -0.776878 -0.821974
5.55 -0.813903 -0.766027 -0.818601
5.55 -0.813879 -0.753696 -0.813339
5.55 -0.812482 -0.740265 -0.806796
5.55 -0.780548 -0.637758 -0.744384
5.55 -0.772288 -0.618564 -0.731384
5.55 -0.763459 -0.598853 -0.717844
5.55 -0.754053 -0.578645 -0.703762
5.55 -0.744187 -0.558028 -0.689252
5.55 -0.73372 -0.536662 -0.67409
5.55 -0.722192 -0.513622 -0.657613
5.55 -0.71046 -0.49047 -0.640957
5.55 -0.69833 -0.466949 -0.623925
5.55 -0.685831 -0.443092 -0.606543
5.55 -0.673956 -0.420714 -0.590151
5.55 -0.661908 -0.398347 -0.573668
5.55 -0.649616 -0.375808 -0.556965
5.55 -0.637085 -0.353102 -0.54005
5.55 -0.624408 -0.330312 -0.52301
5.55 -0.611692 -0.307563 -0.505955
5.55 -0.599109 -0.285038 -0.489067
5.55 -0.586951 -0.263032 -0.472633
5.55 -0.575344 -0.241579 -0.456743
5.55 -0.564719 -0.221188 -0.441872
5.55 -0.55503 -0.201835 -0.42798
5.55 -0.546877 -0.184427 -0.415801
5.55 -0.54019 -0.168797 -0.405222
5.55 -0.534632 -0.154322 -0.395786
5.55 -0.530388 -0.140996 -0.387574
5.55 -0.526943 -0.127865 -0.379899
5.55 -0.523728 -0.114897 -0.372432
5.55 -0.519315 -0.100872 -0.36384
5.55 -0.509627 -0.082471 -0.350379
5.55 -0.490646 -0.058405 -0.329217
5.55 -0.477598 -0.047615 -0.317147
5.55 -0.474452 -0.051372 -0.316988
5.55 -0.472608 -0.056017 -0.317964
5.55 -0.48062 -0.05938 -0.323958
5.55 -0.472756 -0.051339 -0.316023
5.55 -0.472496 -0.05117 -0.315806
5.55 -0.487098 -0.065427 -0.330261
5.55 -0.523056 -0.099841 -0.365546
5.55 -0.557488 -0.132405 -0.399164
5.55 -0.597469 -0.169979 -0.438097
5.55 -0.640016 -0.209785 -0.479456
5.55 -0.683505 -0.250352 -0.521682
5.55 -0.72761 -0.291372 -0.564457
5.55 -0.771862 -0.332436 -0.607339
5.55 -0.815384 -0.372785 -0.649501
5.55 -0.859459 -0.413575 -0.69217
5.55 -0.902427 -0.453338 -0.733767
5.55 -0.946259 -0.493861 -0.776186
5.55 -0.989114 -0.533486 -0.81766
5.55 -1.034789 -0.575792 -0.861895
5.55 -1.080128 -0.617786 -0.905802
5.55 -1.124005 -0.658447 -0.948301
5.55 -1.190882 -0.720419 -1.013068
5.55 -1.221712 -0.749058 -1.042953
5.55 -1.251056 -0.77634 -1.071406
5.55 -1.33058 -0.85031 -1.148515
5.55 -1.373635 -0.890461 -1.190298
5.55 -1.41753 -0.931447 -1.232912
5.55 -1.461192 -0.972274 -1.275317
5.55 -1.505246 -1.013532 -1.318122
5.55 -1.54956 -1.055103 -1.361199
5.55 -1.593764 -1.096639 -1.404189
5.55 -1.642664 -1.142619 -1.451753
5.55 -1.691644 -1.18869 -1.499398
5.55 -1.740064 -1.234254 -1.5465
5.55 -1.789292 -1.280606 -1.594395
5.55 -1.8369 -1.325466 -1.640723
5.55 -1.88746 -1.373156 -1.689939
5.55 -1.937319 -1.420251 -1.738495
5.55 -1.985671 -1.465978 -1.785602
5.55 -2.033668 -1.511431 -1.832383
5.55 -2.084793 -1.559922 -1.882239
5.55 -2.134342 -1.607007 -1.930588
5.55 -2.181813 -1.652207 -1.976943
5.55 -2.227889 -1.696166 -2.021966
5.55 -2.277721 -1.74382 -2.070699
5.55 -2.325637 -1.789759 -2.117601
5.55 -2.38835 -1.850094 -2.179065
5.55 -2.451262 -1.910873 -2.240817
5.55 -2.513678 -1.971487 -2.302195
5.55 -2.560964 -2.017689 -2.34879
5.55 -2.607049 -2.062932 -2.39427
5.55 -2.652157 -2.107401 -2.438849
5.55 -2.699834 -2.154582 -2.486032
5.55 -2.745093 -2.199508 -2.53087
5.55 -2.788302 -2.242501 -2.573716
5.55 -2.833491 -2.287542 -2.618555
5.55 -2.882743 -2.336694 -2.667452
5.55 -2.928985 -2.382866 -2.713378
5.55 -2.985522 -2.439295 -2.769535
5.55 -3.044584 -2.498151 -2.828189
5.55 -3.084738 -2.538079 -2.868055
5.55 -3.123667 -2.576693 -2.906686
5.55 -3.163699 -2.616277 -2.946383
5.55 -3.210701 -2.662617 -2.99296
5.55 -3.257353 -2.70858 -3.039197
5.55 -3.311509 -2.761916 -3.09289
5.55 -3.364502 -2.814056 -3.145433
5.55 -3.41684 -2.865499 -3.197325
5.55 -3.469274 -2.916977 -3.249309
5.55 -3.521284 -2.967977 -3.300865
5.55 -3.573267 -3.018882 -3.352384
5.55 -3.625392 -3.069857 -3.40403
5.55 -3.684748 -3.127858 -3.462839
5.55 -3.748538 -3.190113 -3.526023
5.55 -3.81197 -3.251758 -3.588792
5.55 -3.874571 -3.312306 -3.650673
5.55 -3.936994 -3.372507 -3.712343
5.55 -4.001055 -3.434222 -3.775623
5.55 -4.089122 -3.519296 -3.862688
5.55 -4.152177 -3.580554 -3.925129
5.55 -4.234251 -3.660697 -4.006514
5.55 -4.37053 -3.794895 -4.141939
5.55 -4.432177 -3.856035 -4.203312
5.55 -4.484309 -3.907907 -4.255257
5.55 -4.528213 -3.951694 -4.299034
5.55 -4.573385 -3.99682 -4.344095
5.55 -4.620016 -4.043473 -4.390631
5.55 -4.667623 -4.091165 -4.438156
5.55 -4.716944 -4.140628 -4.487407
5.55 -4.766845 -4.190724 -4.537251
5.55 -4.818692 -4.242815 -4.58905
5.55 -4.870802 -4.295206 -4.641121
5.55 -4.965526 -4.39049 -4.735793
5.55 -5.146169 -4.572239 -4.916363
5.55 -5.270814 -4.697554 -5.040947
5.55 -5.335999 -4.763028 -5.106089
5.55 -5.400762 -4.828027 -5.170798
5.55 -5.479917 -4.907378 -5.249868
5.55 -5.595319 -5.02286 -5.365102
5.55 -5.717432 -5.14473 -5.486964
5.55 -6.308745 -5.733205 -6.077047
5.55 -6.352447 -5.776165 -6.120476
5.55 -6.400408 -5.82345 -6.168195
5.55 -6.457862 -5.880041 -6.225347
5.55 -6.525868 -5.94659 -6.292853
5.55 -6.567579 -5.987401 -6.33426
5.55 -6.644136 -6.062641 -6.41038
5.55 -6.687266 -6.10531 -6.453357
5.55 -6.732549 -6.150107 -6.49848
5.55 -6.779436 -6.196486 -6.5452
5.55 -6.827836 -6.244359 -6.593427
5.55 -6.888872 -6.304805 -6.65427
5.55 -6.958103 -6.373398 -6.723292
5.55 -7.188572 -6.602128 -6.953192
5.55 -7.268232 -6.681211 -7.032663
5.55 -7.481614 -6.893272 -7.24561
5.6 8.114792 6.373466 7.233129
5.6 8.053123 6.319395 7.176367
5.6 7.977574 6.253281 7.106899
5.6 7.904018 6.189063 7.039351
5.6 7.832061 6.126372 6.973346
5.6 7.761234 6.064772 6.908434
5.6 7.691309 6.004045 6.844396
5.6 7.621936 5.943846 6.780882
5.6 7.553278 5.8843 6.718032
5.6 7.48484 5.824958 6.655381
5.6 7.416211 5.765422 6.592525
5.6 7.347428 5.705704 6.529486
5.6 7.27808 5.645396 6.465853
5.6 7.207577 5.583923 6.401045
5.6 7.128055 5.515853 6.328729
5.6 7.035061 5.43881 6.245735
5.6 6.943413 5.362989 6.163966
5.6 6.852803 5.28814 6.083148
5.6 6.763547 5.214483 6.00354
5.6 6.675778 5.142236 5.925322
5.6 6.589667 5.071611 5.848695
5.6 6.505438 5.00273 5.773824
5.6 6.412387 4.928608 5.692262
5.6 6.319231 4.855936 5.611479
5.6 6.234835 4.790786 5.538656
5.6 6.159148 4.732999 5.473691
5.6 6.090813 4.681288 5.415279
5.6 6.026586 4.633226 5.360669
5.6 5.962911 4.586474 5.307028
5.6 5.899136 4.539092 5.252927
5.6 5.834365 4.490404 5.197591
5.6 5.768513 4.440349 5.140955
5.6 5.712219 4.397938 5.092725
5.6 5.66933 4.366603 5.056538
5.6 5.574003 4.296217 4.975583
5.6 5.524297 4.259097 4.933084
5.6 5.499993 4.240948 4.912299
5.6 5.474692 4.222101 4.890685
5.6 5.406066 4.170252 4.831634
5.6 5.344458 4.123516 4.778544
5.6 5.242458 4.045067 4.690043
5.6 5.173781 3.991806 4.630153
5.6 5.086017 3.923163 4.553186
5.6 4.989285 3.847497 4.468179
5.6 4.891953 3.772052 4.382753
5.6 4.82248 3.717895 4.321535
5.6 4.755946 3.665918 4.262895
5.6 4.689565 3.614009 4.20442
5.6 4.629881 3.566973 4.151678
5.6 4.575713 3.524007 4.103683
5.6 4.521589 3.481159 4.055794
5.6 4.467564 3.438478 4.008064
5.6 4.407087 3.387743 3.953009
5.6 4.34559 3.335982 3.896923
5.6 4.285752 3.285668 3.842312
5.6 4.231699 3.239506 3.792544
5.6 4.177732 3.193643 3.742939
5.6 4.123707 3.147965 3.693375
5.6 4.069598 3.102435 3.64382
5.6 4.015344 3.056983 3.594213
5.6 3.948553 2.999263 3.532189
5.6 3.881105 2.940996 3.469551
5.6 3.813729 2.882931 3.407044
5.6 3.746434 2.825046 3.344668
5.6 3.679229 2.767364 3.282436
5.6 3.578056 2.679194 3.188018
5.6 3.525254 2.632673 3.138464
5.6 3.481254 2.593927 3.097174
5.6 3.437238 2.555291 3.055927
5.6 3.380838 2.505538 3.002937
5.6 3.299652 2.433523 2.926442
5.6 3.222785 2.365022 2.853837
5.6 3.101328 2.256221 2.738797
5.6 2.961114 2.129833 2.605551
5.6 2.856883 2.035425 2.506228
5.6 2.738695 1.927851 2.393294
5.6 2.643976 1.84135 2.302611
5.6 2.558241 1.762871 2.220418
5.6 2.495731 1.705538 2.160422
5.6 2.488789 1.699173 2.15376
5.6 2.482775 1.693654 2.147986
5.6 2.381617 1.600589 2.050736
5.6 2.217983 1.449957 1.893333
5.6 1.995121 1.244113 1.678525
5.6 1.686855 0.958208 1.380577
5.6 1.444111 0.732567 1.145563
5.6 1.238575 0.541722 0.94657
5.6 0.965823 0.290903 0.683475
5.6 0.810501 0.151221 0.534991
5.6 0.6333 -0.003209 0.367662
5.6 0.467806 -0.140507 0.214193
5.6 0.229254 -0.319852 5.4e-05
5.6 0.157445 -0.365768 -0.061149
5.6 0.024434 -0.439951 -0.170526
5.6 -0.088573 -0.495477 -0.26121
5.6 -0.13877 -0.518874 -0.301337
5.6 -0.202857 -0.547259 -0.351764
5.6 -0.275925 -0.577595 -0.409408
5.6 -0.351149 -0.605817 -0.467373
5.6 -0.418662 -0.627948 -0.518735
5.6 -0.477106 -0.644189 -0.562196
5.6 -0.527022 -0.656404 -0.598567
5.6 -0.568334 -0.665923 -0.628814
5.6 -0.602297 -0.671894 -0.652856
5.6 -0.62396 -0.672188 -0.666805
5.6 -0.64141 -0.67052 -0.677168
5.6 -0.654698 -0.666853 -0.683954
5.6 -0.664271 -0.661108 -0.687477
5.6 -0.670502 -0.653337 -0.688034
5.6 -0.67411 -0.64385 -0.686241
5.6 -0.675492 -0.632823 -0.682442
5.6 -0.675566 -0.620634 -0.677327
5.6 -0.674515 -0.607402 -0.671079
5.6 -0.672488 -0.593299 -0.663897
5.6 -0.669088 -0.578145 -0.655454
5.6 -0.664313 -0.561963 -0.645753
5.6 -0.658602 -0.545012 -0.635178
5.6 -0.607294 -0.424011 -0.553684
5.6 -0.597006 -0.403012 -0.538778
5.6 -0.58634 -0.381732 -0.523523
5.6 -0.57532 -0.360136 -0.507937
5.6 -0.563978 -0.338243 -0.492048
5.6 -0.552003 -0.315532 -0.475454
5.6 -0.538979 -0.291155 -0.457546
5.6 -0.525457 -0.266305 -0.439154
5.6 -0.51151 -0.241071 -0.420351
5.6 -0.497486 -0.215984 -0.401561
5.6 -0.484427 -0.192799 -0.384137
5.6 -0.471439 -0.169782 -0.366815
5.6 -0.458743 -0.147154 -0.34982
5.6 -0.446703 -0.125267 -0.333508
5.6 -0.435657 -0.10443 -0.318206
5.6 -0.425843 -0.084907 -0.304173
5.6 -0.417104 -0.066555 -0.291255
5.6 -0.409379 -0.049236 -0.279359
5.6 -0.402833 -0.033127 -0.268652
5.6 -0.397739 -0.018555 -0.25941
5.6 -0.393438 -0.005029 -0.251074
5.6 -0.389364 0.007994 -0.243091
5.6 -0.384196 0.022071 -0.23404
5.6 -0.374399 0.040755 -0.22038
5.6 -0.355243 0.065839 -0.198658
5.6 -0.340506 0.079274 -0.184493
5.6 -0.338023 0.074839 -0.185017
5.6 -0.336019 0.069917 -0.186031
5.6 -0.345365 0.065122 -0.193396
5.6 -0.335524 0.075184 -0.183465
5.6 -0.335534 0.07503 -0.183542
5.6 -0.353229 0.057831 -0.201022
5.6 -0.387902 0.024779 -0.234987
5.6 -0.417739 -0.003366 -0.264084
5.6 -0.455502 -0.038831 -0.300843
5.6 -0.497826 -0.078439 -0.341981
5.6 -0.541108 -0.118845 -0.384009
5.6 -0.585 -0.159723 -0.426587
5.6 -0.629065 -0.200671 -0.469297
5.6 -0.672338 -0.240835 -0.511225
5.6 -0.716159 -0.281417 -0.553648
5.6 -0.75882 -0.32091 -0.594946
5.6 -0.802364 -0.361163 -0.637078
5.6 -0.844852 -0.400432 -0.678188
5.6 -0.887933 -0.440228 -0.719863
5.6 -0.930822 -0.479842 -0.761353
5.6 -0.972812 -0.518632 -0.801976
5.6 -1.017609 -0.56005 -0.845329
5.6 -1.061792 -0.600944 -0.888105
5.6 -1.105503 -0.641419 -0.93043
5.6 -1.163058 -0.694717 -0.986157
5.6 -1.209779 -0.73804 -1.031415
5.6 -1.239238 -0.765413 -1.059973
5.6 -1.303375 -0.825028 -1.122149
5.6 -1.354941 -0.87306 -1.172172
5.6 -1.399754 -0.914876 -1.215667
5.6 -1.443445 -0.955703 -1.258092
5.6 -1.487742 -0.99716 -1.301124
5.6 -1.532557 -1.039171 -1.344679
5.6 -1.57619 -1.080148 -1.387108
5.6 -1.623553 -1.124675 -1.433176
5.6 -1.672085 -1.170318 -1.480383
5.6 -1.720365 -1.215742 -1.527349
5.6 -1.76819 -1.260761 -1.573876
5.6 -1.816438 -1.30621 -1.620823
5.6 -1.863176 -1.350272 -1.666311
5.6 -1.914205 -1.398443 -1.715997
5.6 -1.964112 -1.445615 -1.764611
5.6 -2.012474 -1.491387 -1.811739
5.6 -2.059736 -1.536182 -1.857817
5.6 -2.110867 -1.584724 -1.907694
5.6 -2.160563 -1.632002 -1.956208
5.6 -2.208173 -1.677385 -2.002715
5.6 -2.253787 -1.720958 -2.047307
5.6 -2.302543 -1.767644 -2.09501
5.6 -2.360018 -1.822849 -2.151307
5.6 -2.422328 -1.882927 -2.212425
5.6 -2.48239 -1.941092 -2.271431
5.6 -2.538168 -1.995419 -2.326337
5.6 -2.586105 -2.042374 -2.37361
5.6 -2.632937 -2.088458 -2.419865
5.6 -2.67819 -2.133163 -2.46462
5.6 -2.723134 -2.177713 -2.509125
5.6 -2.768908 -2.223209 -2.554496
5.6 -2.812332 -2.266459 -2.597572
5.6 -2.859372 -2.313377 -2.644262
5.6 -2.90792 -2.361845 -2.692471
5.6 -2.95804 -2.411887 -2.742254
5.6 -3.017341 -2.47104 -2.801155
5.6 -3.067387 -2.520863 -2.850849
5.6 -3.106896 -2.560105 -2.890069
5.6 -3.145659 -2.5985 -2.928522
5.6 -3.190578 -2.642834 -2.973045
5.6 -3.237248 -2.688832 -3.019298
5.6 -3.288633 -2.739451 -3.070237
5.6 -3.342138 -2.792124 -3.123288
5.6 -3.394961 -2.844072 -3.175663
5.6 -3.447382 -2.89557 -3.227638
5.6 -3.49971 -2.946914 -3.279515
5.6 -3.551879 -2.998037 -3.331224
5.6 -3.604094 -3.049137 -3.382968
5.6 -3.658412 -3.102229 -3.436784
5.6 -3.722295 -3.164627 -3.500075
5.6 -3.786597 -3.227277 -3.563743
5.6 -3.849977 -3.288708 -3.626424
5.6 -3.912907 -3.349464 -3.688607
5.6 -3.976063 -3.410317 -3.750991
5.6 -4.055366 -3.486825 -3.829363
5.6 -4.132156 -3.561224 -3.905346
5.6 -4.194491 -3.621938 -3.967117
5.6 -4.322781 -3.747793 -4.094482
5.6 -4.419086 -3.843078 -4.1903
5.6 -4.472501 -3.896173 -4.243509
5.6 -4.519585 -3.943098 -4.290447
5.6 -4.565639 -3.989081 -4.336382
5.6 -4.612868 -4.036312 -4.38351
5.6 -4.661792 -4.085305 -4.432345
5.6 -4.711599 -4.135243 -4.482079
5.6 -4.763201 -4.187034 -4.533618
5.6 -4.815544 -4.239615 -4.58591
5.6 -4.869496 -4.293852 -4.639821
5.6 -4.947113 -4.371921 -4.717392
5.6 -5.13573 -4.561695 -4.905931
5.6 -5.274437 -4.701156 -5.044572
5.6 -5.341485 -4.768503 -5.111576
5.6 -5.408107 -4.83537 -5.178144
5.6 -5.48392 -4.911374 -5.253876
5.6 -5.589336 -5.016882 -5.359143
5.6 -5.71665 -5.143981 -5.486205
5.6 -6.264308 -5.68903 -6.032709
5.6 -6.341407 -5.765374 -6.109527
5.6 -6.387823 -5.811003 -6.155659
5.6 -6.44782 -5.870174 -6.215365
5.6 -6.518011 -5.938977 -6.285079
5.6 -6.56016 -5.980205 -6.326917
5.6 -6.636484 -6.055202 -6.402798
5.6 -6.686491 -6.104597 -6.452602
5.6 -6.731927 -6.149544 -6.497877
5.6 -6.778519 -6.195632 -6.544303
5.6 -6.82632 -6.242913 -6.591934
5.6 -6.888441 -6.304399 -6.653847
5.6 -6.955124 -6.370451 -6.720324
5.6 -7.02435 -6.439006 -6.78933
5.6 -7.264839 -6.677705 -7.029233
5.6 -7.480597 -6.892071 -7.244532
5.65 8.13696 6.395341 7.255096
5.65 8.073833 6.340147 7.197101
5.65 8.000116 6.275789 7.129417
5.65 7.928231 6.213129 7.063468
5.65 7.857619 6.151706 6.998758
5.65 7.788124 6.091352 6.935125
5.65 7.719794 6.032088 6.872597
5.65 7.652172 5.973503 6.810748
5.65 7.584978 5.915315 6.749296
5.65 7.518238 5.857533 6.688257
5.65 7.451667 5.799871 6.627343
5.65 7.384791 5.741861 6.566085
5.65 7.316911 5.682823 6.503797
5.65 7.246821 5.621639 6.439328
5.65 7.169349 5.555188 6.368793
5.65 7.081353 5.48273 6.290542
5.65 6.995385 5.412138 6.214177
5.65 6.911663 5.343579 6.139884
5.65 6.830438 5.277252 6.067882
5.65 6.751822 5.213288 5.998293
5.65 6.676035 5.151969 5.931379
5.65 6.603542 5.093672 5.867555
5.65 6.529536 5.035811 5.803369
5.65 6.455074 4.979668 5.739999
5.65 6.387131 4.929074 5.682518
5.65 6.322883 4.881487 5.628281
5.65 6.259894 4.834619 5.574945
5.65 6.196289 4.786795 5.520761
5.65 6.129911 4.737678 5.464652
5.65 6.062355 4.68715 5.407189
5.65 5.994133 4.635414 5.348686
5.65 5.924983 4.582395 5.288988
5.65 5.858607 4.531267 5.231501
5.65 5.814428 4.498658 5.194038
5.65 5.729028 4.435322 5.121417
5.65 5.659731 4.383468 5.062155
5.65 5.634884 4.364832 5.040866
5.65 5.611309 4.347187 5.020684
5.65 5.552679 4.30285 4.970222
5.65 5.490382 4.255635 4.916534
5.65 5.409812 4.194088 4.846873
5.65 5.316005 4.121588 4.765258
5.65 5.231594 4.055733 4.691391
5.65 5.132077 3.977741 4.603962
5.65 5.032235 3.899917 4.516269
5.65 4.952698 3.838068 4.446308
5.65 4.884961 3.785219 4.386627
5.65 4.817335 3.732425 4.327074
5.65 4.753338 3.682263 4.270645
5.65 4.69839 3.638729 4.22197
5.65 4.643581 3.595381 4.173482
5.65 4.58883 3.552162 4.125113
5.65 4.529881 3.503685 4.071978
5.65 4.467713 3.451406 4.015315
5.65 4.40555 3.399389 3.958764
5.65 4.350328 3.352365 3.908022
5.65 4.295828 3.306072 3.857965
5.65 4.241261 3.25997 3.807944
5.65 4.186459 3.213924 3.757809
5.65 4.131703 3.168117 3.707793
5.65 4.069025 3.114579 3.649932
5.65 4.001341 3.056204 3.587135
5.65 3.93367 2.998001 3.524422
5.65 3.866065 2.939983 3.461832
5.65 3.798602 2.882191 3.399428
5.65 3.713111 2.808345 3.320002
5.65 3.634679 2.73979 3.246689
5.65 3.590543 2.700959 3.205292
5.65 3.546359 2.662213 3.16391
5.65 3.499123 2.620841 3.119688
5.65 3.41518 2.546668 3.040749
5.65 3.331205 2.472114 2.961581
5.65 3.255174 2.404266 2.88971
5.65 3.099545 2.264761 2.742239
5.65 2.973216 2.150759 2.622092
5.65 2.824327 2.015763 2.480084
5.65 2.745563 1.944069 2.40479
5.65 2.624188 1.833293 2.28858
5.65 2.55698 1.771828 2.224153
5.65 2.54936 1.764865 2.216851
5.65 2.542812 1.758866 2.210568
5.65 2.510269 1.729057 2.179344
5.65 2.311136 1.546167 1.987994
5.65 2.121923 1.372173 1.805989
5.65 1.816855 1.090159 1.511596
5.65 1.483853 0.781591 1.189603
5.65 1.27074 0.584749 0.983696
5.65 1.067451 0.39917 0.788178
5.65 0.816592 0.177198 0.549871
5.65 0.677489 0.059619 0.419989
5.65 0.516079 -0.069749 0.272001
5.65 0.388812 -0.16404 0.158273
5.65 0.244468 -0.255631 0.035385
5.65 0.107163 -0.327853 -0.076138
5.65 0.07012 -0.345876 -0.105837
5.65 -0.055819 -0.403758 -0.205974
5.65 -0.110564 -0.427025 -0.249067
5.65 -0.203537 -0.463092 -0.321474
5.65 -0.252155 -0.479773 -0.358832
5.65 -0.292932 -0.492112 -0.389254
