Age BP RP G
5.05 5.000636 3.768878 4.430149
5.05 4.903478 3.685645 4.340779
5.05 4.806585 3.60263 4.251709
5.05 4.709347 3.519265 4.162325
5.05 4.543317 3.380688 4.011875
5.05 4.448667 3.302188 3.926486
5.05 4.322477 3.197536 3.812512
5.05 4.242973 3.131594 3.740644
5.05 4.200139 3.0962 3.701968
5.05 4.099227 3.012704 3.610727
5.05 4.054479 2.975426 3.570107
5.05 3.909378 2.855035 3.438568
5.05 3.789468 2.755323 3.329654
5.05 3.671765 2.657408 3.222661
5.05 3.572903 2.574946 3.132633
5.05 3.484242 2.500965 3.051831
5.05 3.397762 2.428914 2.973027
5.05 3.320875 2.364943 2.902972
5.05 3.247064 2.303742 2.8358
5.05 3.17677 2.245222 2.771683
5.05 3.119144 2.193468 2.717124
5.05 3.061384 2.141648 2.662461
5.05 3.009525 2.095134 2.613378
5.05 2.962678 2.053059 2.569001
5.05 2.914259 2.009539 2.523113
5.05 2.857807 1.95812 2.469252
5.05 2.80059 1.9059 2.414595
5.05 2.742623 1.852926 2.359178
5.05 2.682395 1.797724 2.301512
5.05 2.619695 1.740137 2.241411
5.05 2.555625 1.681296 2.179991
5.05 2.49174 1.622764 2.118809
5.05 2.429086 1.565564 2.058899
5.05 2.367848 1.509882 2.000446
5.05 2.307603 1.45529 1.943025
5.05 2.247589 1.401039 1.885879
5.05 2.187476 1.346794 1.828678
5.05 2.127114 1.292428 1.771279
5.05 2.06653 1.237958 1.713708
5.05 2.003369 1.178641 1.652433
5.05 1.939072 1.117844 1.589846
5.05 1.874322 1.056648 1.52683
5.05 1.808889 0.994879 1.463179
5.05 1.742866 0.932598 1.398971
5.05 1.67614 0.869709 1.334101
5.05 1.608677 0.806172 1.26853
5.05 1.540375 0.741901 1.202165
5.05 1.471183 0.676847 1.134956
5.05 1.400966 0.610887 1.066772
5.05 1.329577 0.543887 0.997472
5.05 1.256888 0.475733 0.926934
5.05 1.182729 0.406264 0.85499
5.05 1.106994 0.335382 0.78154
5.05 1.0081 0.241562 0.685013
5.05 1.000364 0.234179 0.677441
5.05 0.764338 0.008749 0.44629
5.05 0.487462 -0.256272 0.174706
5.05 0.237709 -0.495174 -0.070228
5.05 0.090651 -0.635972 -0.214554
5.05 -0.028218 -0.749699 -0.331192
5.05 -0.154903 -0.870485 -0.45532
5.05 -0.336147 -1.041238 -0.631997
5.05 -0.596079 -1.280557 -0.882947
5.05 -0.809868 -1.465823 -1.084398
5.05 -0.986199 -1.607708 -1.246151
5.05 -1.09994 -1.684854 -1.344511
5.05 -1.192942 -1.739285 -1.421509
5.05 -1.276845 -1.783505 -1.489232
5.05 -1.355875 -1.822042 -1.552054
5.05 -1.434316 -1.858013 -1.614015
5.05 -1.510083 -1.890976 -1.673567
5.05 -1.583114 -1.920772 -1.730247
5.05 -1.653205 -1.946904 -1.783862
5.05 -1.723025 -1.969502 -1.836731
5.05 -1.784586 -1.987364 -1.883011
5.05 -1.84012 -2.00138 -1.923013
5.05 -1.886308 -2.013326 -1.957428
5.05 -1.967577 -2.02763 -2.014755
5.05 -2.01469 -2.026186 -2.043237
5.05 -2.035317 -2.010362 -2.048832
5.05 -2.038593 -2.00006 -2.046386
5.05 -2.03978 -1.988249 -2.04205
5.05 -2.039542 -1.97534 -2.036407
5.05 -2.038593 -1.962053 -2.030205
5.05 -2.036598 -1.9481 -2.023111
5.05 -2.033581 -1.933351 -2.01508
5.05 -2.029736 -1.917422 -2.006072
5.05 -2.024431 -1.898025 -1.994753
5.05 -2.018149 -1.877778 -1.982511
5.05 -2.011868 -1.858919 -1.970851
5.05 -2.005844 -1.841602 -1.959983
5.05 -1.999511 -1.824086 -1.948854
5.05 -1.992831 -1.806211 -1.937373
5.05 -1.98574 -1.787885 -1.925469
5.05 -1.978411 -1.769397 -1.913361
5.05 -1.971611 -1.752294 -1.902144
5.05 -1.965056 -1.735931 -1.891385
5.05 -1.958443 -1.719576 -1.880594
5.05 -1.951535 -1.702145 -1.869167
5.05 -1.944448 -1.684119 -1.857379
5.05 -1.937416 -1.666255 -1.845683
5.05 -1.93046 -1.648579 -1.834101
5.05 -1.923588 -1.631095 -1.82264
5.05 -1.916851 -1.613851 -1.811349
5.05 -1.910242 -1.596836 -1.800223
5.05 -1.903756 -1.580058 -1.789258
5.05 -1.897391 -1.563505 -1.778451
5.05 -1.891373 -1.547387 -1.768017
5.05 -1.885003 -1.531008 -1.757282
5.05 -1.878408 -1.514478 -1.74637
5.05 -1.871865 -1.498071 -1.73555
5.05 -1.865648 -1.482049 -1.725088
5.05 -1.86003 -1.466679 -1.71525
5.05 -1.855314 -1.452252 -1.706332
5.05 -1.851803 -1.439061 -1.698632
5.05 -1.85023 -1.427606 -1.692783
5.05 -1.850602 -1.418527 -1.689075
5.05 -1.852144 -1.412376 -1.687325
5.05 -1.854849 -1.406617 -1.686434
5.05 -1.860423 -1.400451 -1.687044
5.05 -1.86667 -1.397021 -1.6892
5.05 -1.873869 -1.395161 -1.692548
5.05 -1.882195 -1.394879 -1.697164
5.05 -1.891772 -1.396427 -1.703202
5.05 -1.903812 -1.400888 -1.711796
5.05 -1.920164 -1.409679 -1.724617
5.05 -1.938739 -1.420861 -1.739661
5.05 -1.959009 -1.433781 -1.756368
5.05 -1.97879 -1.446499 -1.772657
5.05 -1.992271 -1.453973 -1.783077
5.05 -1.995368 -1.452701 -1.78381
5.05 -1.988799 -1.443928 -1.775847
5.05 -1.979345 -1.43377 -1.765927
5.05 -1.980811 -1.436837 -1.768562
5.05 -1.980642 -1.439085 -1.769839
5.05 -1.998131 -1.455172 -1.78652
5.05 -2.00737 -1.463426 -1.795175
5.05 -2.031734 -1.487051 -1.819053
5.05 -2.073732 -1.528341 -1.860507
5.05 -2.131945 -1.585886 -1.918091
5.05 -2.19882 -1.652248 -1.984332
5.05 -2.26988 -1.722966 -2.054791
5.05 -2.313329 -1.766265 -2.097897
5.05 -2.362158 -1.814944 -2.146359
5.05 -2.412257 -1.864868 -2.196085
5.05 -2.460714 -1.91309 -2.244174
5.05 -2.502915 -1.954999 -2.286038
5.05 -2.542953 -1.994658 -2.325737
5.05 -2.583554 -2.034739 -2.365963
5.05 -2.63018 -2.080699 -2.412154
5.05 -2.67716 -2.12699 -2.458711
5.05 -2.7235 -2.172629 -2.504643
5.05 -2.764764 -2.213243 -2.545549
5.05 -2.804465 -2.252291 -2.584908
5.05 -2.846245 -2.293352 -2.626329
5.05 -2.886878 -2.333248 -2.66661
5.05 -2.925228 -2.370865 -2.704624
5.05 -2.963914 -2.408777 -2.742966
5.05 -3.003658 -2.447683 -2.78235
5.05 -3.049152 -2.492199 -2.827433
5.05 -3.0953 -2.537295 -2.873148
5.05 -3.143472 -2.584276 -2.920844
5.05 -3.189953 -2.629415 -2.966819
5.05 -3.234739 -2.672753 -3.011085
5.05 -3.280759 -2.717176 -3.056546
5.05 -3.3271 -2.761855 -3.102316
5.05 -3.373125 -2.806231 -3.147777
5.05 -3.419867 -2.85136 -3.193966
5.05 -3.46827 -2.898211 -3.241829
5.05 -3.518393 -2.946901 -3.291439
5.05 -3.570353 -2.997607 -3.342928
5.05 -3.624706 -3.05093 -3.396861
5.05 -3.690752 -3.116154 -3.462518
5.05 -3.76092 -3.1858 -3.532365
5.05 -3.834169 -3.258796 -3.605356
5.05 -3.899816 -3.324405 -3.670824
5.05 -3.952799 -3.377455 -3.723693
5.05 -4.019628 -3.444463 -3.790404
5.05 -4.154486 -3.579897 -3.925087
5.05 -4.224224 -3.649997 -3.994755
5.05 -4.302577 -3.728772 -4.073038
5.05 -4.382365 -3.808986 -4.152757
5.05 -4.462035 -3.889049 -4.232349
5.05 -4.541157 -3.968502 -4.311382
5.05 -4.62517 -4.05276 -4.395278
5.05 -4.712889 -4.140585 -4.482842
5.05 -4.866013 -4.293385 -4.635581
5.05 -4.945865 -4.372726 -4.715153
5.05 -4.960801 -4.387539 -4.730031
5.05 -4.976232 -4.402834 -4.745399
5.05 -4.991077 -4.417544 -4.760184
5.05 -5.006352 -4.432673 -4.775395
5.05 -5.021707 -4.447873 -4.790684
5.05 -5.03742 -4.463419 -4.806326
5.05 -5.052722 -4.478554 -4.821559
5.05 -5.068515 -4.494167 -4.837279
5.05 -5.510948 -4.930878 -5.277664
5.05 -5.46665 -4.886117 -5.233211
5.05 -5.467248 -4.88672 -5.23381
5.05 -5.961945 -5.37812 -5.72742
5.05 -6.05769 -5.472593 -5.822749
5.05 -6.080661 -5.494869 -5.845493
5.05 -6.118979 -5.532333 -5.883533
5.05 -6.162021 -5.574503 -5.926288
5.05 -6.201024 -5.612587 -5.964989
5.05 -6.296817 -5.706014 -6.059989
5.05 -6.325316 -5.734009 -6.088316
5.05 -6.373473 -5.781614 -6.136282
5.05 -6.626331 -6.033102 -6.388668
5.05 -6.894758 -6.300097 -6.656602
5.05 -7.062886 -6.467386 -6.824441
5.05 -7.117081 -6.521408 -6.878576
5.05 -7.182207 -6.586323 -6.943629
5.1 7.231249 5.677307 6.468526
5.1 7.194822 5.646375 6.43553
5.1 7.117729 5.580798 6.365602
5.1 7.041234 5.515654 6.296136
5.1 6.965453 5.451063 6.227256
5.1 6.890376 5.387025 6.158958
5.1 6.816193 5.323621 6.091333
5.1 6.742781 5.260834 6.024361
5.1 6.670475 5.198999 5.958385
5.1 6.599175 5.138035 5.893321
5.1 6.52916 5.078209 5.82944
5.1 6.460649 5.019728 5.766955
5.1 6.393767 4.962711 5.705987
5.1 6.32838 4.907041 5.646411
5.1 6.24601 4.836794 5.571221
5.1 6.160608 4.763997 5.493269
5.1 6.074798 4.691072 5.415164
5.1 5.988874 4.617984 5.336933
5.1 5.903098 4.544963 5.258787
5.1 5.817537 4.472207 5.180853
5.1 5.731939 4.399469 5.10287
5.1 5.643704 4.324441 5.022511
5.1 5.518109 4.2166 4.90745
5.1 5.390932 4.107478 4.790869
5.1 5.262379 3.997258 4.672941
5.1 5.132595 3.886005 4.553824
5.1 5.032727 3.800228 4.46184
5.1 4.933419 3.715003 4.3704
5.1 4.834681 3.630277 4.279559
5.1 4.736342 3.545871 4.189104
5.1 4.569783 3.406905 4.038194
5.1 4.470387 3.324476 3.948533
5.1 4.346253 3.221637 3.836476
5.1 4.272411 3.160598 3.769843
5.1 4.231634 3.127066 3.733116
5.1 4.132864 3.045723 3.644023
5.1 4.088017 3.008311 3.603285
5.1 3.94497 2.890262 3.473961
5.1 3.829782 2.79519 3.369726
5.1 3.718143 2.70321 3.268729
5.1 3.62559 2.626925 3.184942
5.1 3.544105 2.559944 3.111238
5.1 3.465568 2.495702 3.040334
5.1 3.396813 2.439785 2.978393
5.1 3.33235 2.387669 2.920446
5.1 3.270331 2.337854 2.864829
5.1 3.219694 2.293472 2.817457
5.1 3.169277 2.248918 2.770094
5.1 3.121147 2.20647 2.724913
5.1 3.079694 2.169768 2.68592
5.1 3.036896 2.131871 2.645651
5.1 2.989983 2.089942 2.601302
5.1 2.934784 2.039664 2.548625
5.1 2.876168 1.986029 2.492555
5.1 2.814909 1.929867 2.433897
5.1 2.752562 1.87273 2.374198
5.1 2.690385 1.815867 2.314716
5.1 2.628838 1.759727 2.255898
5.1 2.567888 1.704287 2.197722
5.1 2.507084 1.649096 2.139733
5.1 2.446186 1.593912 2.081692
5.1 2.385094 1.538652 2.023506
5.1 2.323806 1.483311 1.965171
5.1 2.262354 1.427922 1.90672
5.1 2.200632 1.372414 1.848062
5.1 2.13774 1.314828 1.787777
5.1 2.072219 1.252832 1.723979
5.1 2.006228 1.190428 1.659737
5.1 1.93958 1.127462 1.594879
5.1 1.87225 1.063908 1.529379
5.1 1.804163 0.999698 1.463165
5.1 1.735286 0.934798 1.396205
5.1 1.665485 0.869086 1.328368
5.1 1.594615 0.802429 1.259515
5.1 1.522558 0.734727 1.189535
5.1 1.449163 0.665832 1.11828
5.1 1.374298 0.595622 1.04562
5.1 1.297641 0.523823 0.971256
5.1 1.219052 0.450288 0.895043
5.1 1.082908 0.321707 0.762424
5.1 1.074218 0.313412 0.753916
5.1 0.817245 0.068222 0.502339
5.1 0.582552 -0.156226 0.272197
5.1 0.308092 -0.418505 0.003115
5.1 0.064169 -0.651124 -0.235887
5.1 -0.063373 -0.772278 -0.360664
5.1 -0.193389 -0.894797 -0.487429
5.1 -0.322706 -1.015082 -0.612823
5.1 -0.519199 -1.190884 -0.80031
5.1 -0.745085 -1.383892 -1.01213
5.1 -0.8949 -1.494823 -1.145547
5.1 -1.015352 -1.573119 -1.24849
5.1 -1.113426 -1.628078 -1.328944
5.1 -1.192545 -1.667099 -1.391905
5.1 -1.268589 -1.702809 -1.452213
5.1 -1.342182 -1.735699 -1.5103
5.1 -1.413558 -1.765957 -1.566258
5.1 -1.483832 -1.793374 -1.620119
5.1 -1.551451 -1.817047 -1.672387
5.1 -1.613137 -1.836064 -1.718428
5.1 -1.667547 -1.850641 -1.758705
5.1 -1.716025 -1.863472 -1.794153
5.1 -1.759007 -1.873961 -1.825812
5.1 -1.795052 -1.881368 -1.851716
5.1 -1.824622 -1.885916 -1.872238
5.1 -1.85541 -1.887309 -1.892
5.1 -1.886925 -1.875945 -1.906353
5.1 -1.898236 -1.850858 -1.902378
5.1 -1.898738 -1.826319 -1.892217
5.1 -1.897087 -1.812147 -1.885237
5.1 -1.894209 -1.797051 -1.877142
5.1 -1.890502 -1.781305 -1.868291
5.1 -1.886499 -1.765691 -1.859334
5.1 -1.881828 -1.749543 -1.849765
5.1 -1.876604 -1.733059 -1.839705
5.1 -1.870219 -1.714077 -1.827912
5.1 -1.862712 -1.692928 -1.814553
5.1 -1.854783 -1.671432 -1.800804
5.1 -1.847972 -1.653431 -1.789197
5.1 -1.840976 -1.635485 -1.777511
5.1 -1.833871 -1.617534 -1.765758
5.1 -1.826366 -1.599033 -1.75354
5.1 -1.818738 -1.580473 -1.741224
5.1 -1.811222 -1.562256 -1.729114
5.1 -1.804517 -1.545946 -1.718284
5.1 -1.797827 -1.529726 -1.707495
5.1 -1.791109 -1.513367 -1.696622
5.1 -1.784122 -1.495719 -1.685031
5.1 -1.777261 -1.478305 -1.673603
5.1 -1.770527 -1.461115 -1.662338
5.1 -1.763904 -1.444141 -1.65122
5.1 -1.757586 -1.427615 -1.640425
5.1 -1.751527 -1.411425 -1.629919
5.1 -1.745146 -1.394983 -1.619144
5.1 -1.7384 -1.378258 -1.608057
5.1 -1.731575 -1.361533 -1.596937
5.1 -1.724963 -1.345087 -1.586065
5.1 -1.718886 -1.329235 -1.575756
5.1 -1.713661 -1.314286 -1.566324
5.1 -1.70964 -1.300575 -1.558111
5.1 -1.707188 -1.288454 -1.551477
5.1 -1.706649 -1.278233 -1.546753
5.1 -1.707927 -1.269588 -1.543783
5.1 -1.711201 -1.262513 -1.542669
5.1 -1.715758 -1.257212 -1.543068
5.1 -1.720385 -1.254161 -1.54446
5.1 -1.72624 -1.251916 -1.546888
5.1 -1.73621 -1.251012 -1.552204
5.1 -1.746185 -1.252491 -1.558454
5.1 -1.758455 -1.257097 -1.567221
5.1 -1.774673 -1.265651 -1.579856
5.1 -1.792749 -1.276161 -1.594346
5.1 -1.810457 -1.286621 -1.60857
5.1 -1.825214 -1.294719 -1.620076
5.1 -1.833586 -1.297408 -1.625614
5.1 -1.834292 -1.293637 -1.624022
5.1 -1.825654 -1.282946 -1.614302
5.1 -1.822713 -1.282237 -1.612603
5.1 -1.818318 -1.281485 -1.61011
5.1 -1.831304 -1.294364 -1.623038
5.1 -1.842871 -1.303797 -1.633527
5.1 -1.861562 -1.321234 -1.651575
5.1 -1.902692 -1.360908 -1.691915
5.1 -1.969464 -1.425964 -1.757653
5.1 -2.038369 -1.493551 -1.825633
5.1 -2.110294 -1.564497 -1.896717
5.1 -2.153888 -1.607664 -1.939854
5.1 -2.197723 -1.651177 -1.983271
5.1 -2.242042 -1.695254 -2.027198
5.1 -2.285222 -1.738259 -2.070021
5.1 -2.330883 -1.783771 -2.115324
5.1 -2.380097 -1.832828 -2.164167
5.1 -2.430421 -1.882957 -2.214114
5.1 -2.476856 -1.929134 -2.26019
5.1 -2.516864 -1.968829 -2.299871
5.1 -2.557945 -2.009474 -2.340593
5.1 -2.598096 -2.049073 -2.380367
5.1 -2.645647 -2.095941 -2.42748
5.1 -2.694258 -2.143833 -2.475657
5.1 -2.737675 -2.186584 -2.518694
5.1 -2.777793 -2.226061 -2.558466
5.1 -2.81949 -2.267064 -2.599805
5.1 -2.860781 -2.307631 -2.64074
5.1 -2.90072 -2.346833 -2.680332
5.1 -2.938613 -2.383991 -2.717893
5.1 -2.978129 -2.4227 -2.757054
5.1 -3.020305 -2.463986 -2.798851
5.1 -3.065711 -2.508396 -2.843841
5.1 -3.113337 -2.554913 -2.891014
5.1 -3.161439 -2.601759 -2.938625
5.1 -3.207564 -2.646489 -2.984234
5.1 -3.252663 -2.690085 -3.0288
