Age BP RP G
7.3500000000000005 -6.202526 -6.145723 -6.195003
7.3500000000000005 -6.230366 -6.182723 -6.226786
7.3500000000000005 -6.259477 -6.220026 -6.259665
7.3500000000000005 -6.289047 -6.257809 -6.293006
7.3500000000000005 -6.318893 -6.295866 -6.326623
7.3500000000000005 -6.348885 -6.334041 -6.360378
7.3500000000000005 -6.378922 -6.372208 -6.394163
7.3500000000000005 -6.408845 -6.41019 -6.427819
7.3500000000000005 -6.438529 -6.447875 -6.461223
7.3500000000000005 -6.467673 -6.484858 -6.494035
7.3500000000000005 -6.496027 -6.520806 -6.52598
7.3500000000000005 -6.524238 -6.555413 -6.557436
7.3500000000000005 -6.541906 -6.588655 -6.580877
7.3500000000000005 -6.55256 -6.620769 -6.59893
7.3500000000000005 -6.575621 -6.652154 -6.625795
7.3500000000000005 -6.599473 -6.682094 -6.652776
7.3500000000000005 -6.620592 -6.710221 -6.677174
7.3500000000000005 -6.638882 -6.736872 -6.699062
7.3500000000000005 -6.654202 -6.76217 -6.718401
7.3500000000000005 -6.665717 -6.786724 -6.734872
7.3500000000000005 -6.67356 -6.810555 -6.748559
7.3500000000000005 -6.678745 -6.833342 -6.75983
7.3500000000000005 -6.67917 -6.854938 -6.768624
7.3500000000000005 -6.677221 -6.875469 -6.77495
7.3500000000000005 -6.672149 -6.894798 -6.7778
7.3500000000000005 -6.660244 -6.912916 -6.777388
7.3500000000000005 -6.646556 -6.930489 -6.775319
7.3500000000000005 -6.631629 -6.947513 -6.772524
7.3500000000000005 -6.616234 -6.96402 -6.769303
7.3500000000000005 -6.600895 -6.980058 -6.765895
7.3500000000000005 -6.582327 -6.994561 -6.760474
7.3500000000000005 -6.558948 -7.007536 -6.751877
7.3500000000000005 -6.534902 -7.019935 -6.742734
7.3500000000000005 -6.511897 -7.032346 -6.734192
7.3500000000000005 -6.487986 -7.043727 -6.724894
7.3500000000000005 -6.461775 -7.052762 -6.71366
7.3500000000000005 -6.433774 -7.060037 -6.70098
7.3500000000000005 -6.404607 -7.066367 -6.68749
7.3500000000000005 -6.374339 -7.071715 -6.673174
7.3500000000000005 -6.341799 -7.075851 -6.657511
7.3500000000000005 -6.30587 -7.078199 -6.639844
7.3500000000000005 -6.267883 -7.079136 -6.620759
7.3500000000000005 -6.228456 -7.079005 -6.60056
7.3500000000000005 -6.185811 -7.076951 -6.578166
7.3500000000000005 -6.138494 -7.072208 -6.552632
7.3500000000000005 -6.086253 -7.063916 -6.523261
7.3500000000000005 -6.027888 -7.049773 -6.48819
7.3500000000000005 -5.962339 -7.027225 -6.445561
7.3500000000000005 -5.891622 -6.996513 -6.396214
7.3500000000000005 -5.822539 -6.967548 -6.34853
7.3500000000000005 -5.794681 -6.982378 -6.343778
7.3500000000000005 -5.8171 -7.037866 -6.38448
7.3500000000000005 -5.858384 -7.104228 -6.439929
7.3500000000000005 -5.906506 -7.174152 -6.500545
7.3500000000000005 -5.958957 -7.246233 -6.564359
7.3500000000000005 -6.012645 -7.318723 -6.629009
7.3500000000000005 -6.06615 -7.391318 -6.693704
7.3500000000000005 -6.119864 -7.463854 -6.758531
7.3500000000000005 -6.173315 -7.536084 -6.82314
7.3500000000000005 -6.225762 -7.607109 -6.88669
7.3500000000000005 -6.274599 -7.67364 -6.946152
7.3500000000000005 -6.312129 -7.725096 -6.992072
7.3500000000000005 -6.339603 -7.762875 -7.025765
7.3500000000000005 -6.363005 -7.795064 -7.054479
7.3500000000000005 -6.382606 -7.822116 -7.078588
7.3500000000000005 -6.398509 -7.844133 -7.098197
7.3500000000000005 -6.411262 -7.861822 -7.113945
7.3500000000000005 -6.421358 -7.875845 -7.126425
7.3500000000000005 -6.429636 -7.887358 -7.136671
7.3500000000000005 -6.437 -7.897622 -7.145799
7.3500000000000005 -6.448232 -7.913367 -7.159778
7.3500000000000005 -6.485734 -7.965548 -7.206233
7.3500000000000005 -6.4936 -7.976452 -7.215956
7.3500000000000005 -6.495359 -7.978892 -7.218132
7.3500000000000005 -6.496218 -7.980087 -7.219196
7.3500000000000005 -6.496226 -7.980098 -7.219207
7.4 10.743064 9.209935 9.993006
7.4 10.734429 9.195483 9.980802
7.4 10.70813 9.168254 9.953917
7.4 10.674248 9.135645 9.920814
7.4 10.641155 9.10356 9.88834
7.4 10.60099 9.066459 9.850051
7.4 10.558847 9.028017 9.810179
7.4 10.515983 8.989108 9.769738
7.4 10.470517 8.948339 9.727131
7.4 10.422828 8.90612 9.682792
7.4 10.373287 8.86272 9.637027
7.4 10.321886 8.818077 9.589772
7.4 10.269009 8.772454 9.541333
7.4 10.214378 8.725704 9.491515
7.4 10.158735 8.678373 9.440939
7.4 10.102403 8.630698 9.389873
7.4 10.045289 8.582603 9.338231
7.4 9.988183 8.530859 9.284377
7.4 9.930559 8.478405 9.229877
7.4 9.872222 8.425198 9.174645
7.4 9.813112 8.371172 9.118615
7.4 9.753179 8.316298 9.061751
7.4 9.692359 8.260527 9.003994
7.4 9.630588 8.203797 8.945312
7.4 9.549963 8.130261 8.868933
7.4 9.447481 8.037115 8.771945
7.4 9.344105 7.94278 8.673983
7.4 9.24276 7.849984 8.577812
7.4 9.178429 7.792258 8.517485
7.4 9.114686 7.73483 8.457559
7.4 9.051425 7.677607 8.397937
7.4 8.988528 7.620499 8.338527
7.4 8.86296 7.510478 8.222296
7.4 8.759996 7.422136 8.128048
7.4 8.676713 7.351064 8.051968
7.4 8.644076 7.323347 8.022209
7.4 8.627992 7.309688 8.007539
7.4 8.612388 7.2964 7.99328
7.4 8.525544 7.222735 7.914026
7.4 8.509239 7.209461 7.89945
7.4 8.493463 7.196659 7.885362
7.4 8.353276 7.081012 7.758913
7.4 8.234939 6.984497 7.652768
7.4 8.112593 6.884361 7.543082
7.4 8.004719 6.796829 7.446924
7.4 7.905317 6.716839 7.358824
7.4 7.800663 6.632739 7.266111
7.4 7.689692 6.544233 7.168077
7.4 7.570591 6.452249 7.064236
7.4 7.443528 6.355125 6.953694
7.4 7.308587 6.252593 6.836455
7.4 7.173399 6.149824 6.718918
7.4 7.037946 6.047457 6.601302
7.4 6.899902 5.943906 6.48166
7.4 6.761074 5.840428 6.361443
7.4 6.609663 5.728546 6.230456
7.4 6.456785 5.615962 6.098556
7.4 6.310791 5.508681 5.972134
7.4 6.174746 5.410053 5.854441
7.4 6.058355 5.328928 5.755174
7.4 5.965909 5.265382 5.67652
7.4 5.899026 5.220034 5.619735
7.4 5.850845 5.187373 5.578739
7.4 5.810646 5.159194 5.544052
7.4 5.768604 5.127971 5.506928
7.4 5.716843 5.087678 5.460332
7.4 5.647748 5.03236 5.397367
7.4 5.555226 4.957377 5.312534
7.4 5.438897 4.862783 5.205562
7.4 5.354324 4.793972 5.127655
7.4 5.26684 4.722823 5.046974
7.4 5.17753 4.650294 4.964548
7.4 5.088824 4.578359 4.88263
7.4 5.000468 4.506765 4.800961
7.4 4.913228 4.436188 4.720241
7.4 4.825726 4.365507 4.639222
7.4 4.740578 4.296804 4.560406
7.4 4.654736 4.227653 4.480857
7.4 4.570626 4.160007 4.402727
7.4 4.488807 4.094277 4.326704
7.4 4.404599 4.026785 4.248492
7.4 4.323233 3.961775 4.172969
7.4 4.242334 3.897335 4.097927
7.4 4.159539 3.83157 4.021175
7.4 4.078924 3.767699 3.946516
7.4 4.000654 3.705851 3.874222
7.4 3.918508 3.641101 3.798241
7.4 3.83944 3.57895 3.724741
7.4 3.763798 3.519806 3.654903
7.4 3.68705 3.459746 3.58402
7.4 3.611519 3.400176 3.513443
7.4 3.545427 3.349609 3.452234
7.4 3.494523 3.314313 3.406859
7.4 3.439969 3.27734 3.359199
7.4 3.390155 3.242855 3.314574
7.4 3.343695 3.210439 3.272626
7.4 3.298467 3.179205 3.232296
7.4 3.251454 3.146605 3.190216
7.4 3.20714 3.115474 3.150395
7.4 3.164903 3.085294 3.112321
7.4 3.123886 3.055591 3.075221
7.4 3.080694 3.024039 3.036082
7.4 3.039784 2.993884 2.998935
7.4 3.000024 2.964272 2.962754
7.4 2.961972 2.935611 2.928053
7.4 2.922336 2.905401 2.891818
7.4 2.88388 2.875833 2.856612
7.4 2.846494 2.846828 2.822339
7.4 2.810879 2.81899 2.78965
7.4 2.775347 2.791088 2.757017
7.4 2.739194 2.762475 2.723779
7.4 2.704136 2.734509 2.691508
7.4 2.670779 2.707717 2.660771
7.4 2.638946 2.682004 2.63141
7.4 2.605062 2.654486 2.600125
7.4 2.571452 2.627088 2.569071
7.4 2.539232 2.600759 2.539285
7.4 2.508236 2.575402 2.510623
7.4 2.477172 2.549989 2.481894
7.4 2.444151 2.522887 2.451341
7.4 2.412707 2.49696 2.422222
7.4 2.382651 2.472083 2.394367
7.4 2.353816 2.448147 2.367629
7.4 2.322839 2.422367 2.338887
7.4 2.291765 2.396458 2.31004
7.4 2.261818 2.371475 2.282233
7.4 2.232843 2.347313 2.25533
7.4 2.203662 2.322967 2.228229
7.4 2.172869 2.297238 2.199622
7.4 2.142651 2.271953 2.17154
7.4 2.113587 2.247605 2.144522
7.4 2.085562 2.224105 2.118464
7.4 2.055914 2.199232 2.090893
7.4 2.025701 2.173875 2.062792
7.4 1.99614 2.149064 2.035297
7.4 1.967645 2.125134 2.008789
7.4 1.940158 2.102037 1.983216
7.4 1.909794 2.076505 1.95496
7.4 1.879951 2.051401 1.927185
7.4 1.850955 2.026998 1.900194
7.4 1.822963 2.003433 1.874137
7.4 1.795668 1.980449 1.848724
7.4 1.764983 1.95461 1.820157
7.4 1.733402 1.928226 1.790846
7.4 1.702045 1.902076 1.761765
7.4 1.671666 1.87675 1.733595
7.4 1.639952 1.850293 1.704177
7.4 1.60389 1.820135 1.670693
7.4 1.564204 1.786813 1.633785
7.4 1.53343 1.760891 1.605127
7.4 1.500101 1.732741 1.574056
7.4 1.460717 1.699527 1.537364
7.4 1.42218 1.66718 1.501527
7.4 1.400815 1.649377 1.481716
7.4 1.358948 1.614322 1.442822
7.4 1.331522 1.591329 1.41733
7.4 1.286754 1.553508 1.375594
7.4 1.249773 1.52192 1.340966
7.4 1.213381 1.490754 1.306853
7.4 1.177642 1.460091 1.273328
7.4 1.141383 1.428945 1.2393
7.4 1.1016 1.394749 1.201957
7.4 1.062477 1.361111 1.165231
7.4 1.026186 1.329498 1.130985
7.4 0.990839 1.298607 1.097589
7.4 0.953668 1.266047 1.062437
7.4 0.915232 1.232285 1.026051
7.4 0.86484 1.187572 0.978153
7.4 0.810618 1.139342 0.926566
7.4 0.759143 1.093497 0.877564
7.4 0.723972 1.06199 0.844001
7.4 0.68737 1.029186 0.809065
7.4 0.652273 0.997716 0.775559
7.4 0.612331 0.961813 0.737389
7.4 0.567527 0.921446 0.694531
7.4 0.523481 0.881761 0.652397
7.4 0.47942 0.84195 0.610198
7.4 0.440162 0.806295 0.572518
7.4 0.400534 0.770248 0.534459
7.4 0.351721 0.725776 0.487546
7.4 0.264704 0.646457 0.403895
7.4 0.172875 0.562498 0.315505
7.4 0.085438 0.482397 0.231269
7.4 0.003666 0.407389 0.152445
7.4 -0.032506 0.373986 0.11748
7.4 -0.069525 0.33972 0.081659
7.4 -0.106795 0.305149 0.045564
7.4 -0.153773 0.261554 5.8e-05
7.4 -0.202841 0.216002 -0.047483
7.4 -0.251862 0.170374 -0.09503
7.4 -0.300707 0.124759 -0.142473
7.4 -0.351703 0.07718 -0.191994
7.4 -0.410874 0.022353 -0.2493
7.4 -0.475107 -0.037233 -0.311547
7.4 -0.546998 -0.103928 -0.381224
7.4 -0.596739 -0.150145 -0.429468
7.4 -0.644464 -0.194608 -0.475808
7.4 -0.697949 -0.244723 -0.527862
7.4 -0.754602 -0.297936 -0.583053
7.4 -0.811894 -0.35182 -0.638895
7.4 -0.86994 -0.406509 -0.69551
7.4 -0.928735 -0.462002 -0.752894
7.4 -0.988364 -0.518384 -0.811131
7.4 -1.048752 -0.575593 -0.870152
7.4 -1.109987 -0.633729 -0.930047
7.4 -1.172066 -0.692794 -0.990815
7.4 -1.23513 -0.752941 -1.052603
7.4 -1.299141 -0.814139 -1.115374
7.4 -1.36412 -0.876425 -1.179157
7.4 -1.430161 -0.939901 -1.244049
7.4 -1.499737 -1.006834 -1.312429
7.4 -1.593608 -1.096294 -1.404278
7.4 -1.658925 -1.159957 -1.468822
7.4 -1.727135 -1.226415 -1.536208
7.4 -1.79835 -1.295739 -1.606512
7.4 -1.871375 -1.367198 -1.678762
7.4 -1.945387 -1.439839 -1.752087
7.4 -2.020159 -1.513443 -1.826266
7.4 -2.095452 -1.587776 -1.901061
7.4 -2.171076 -1.662671 -1.976294
7.4 -2.194694 -1.686111 -1.999813
7.4 -2.217872 -1.709139 -2.022906
7.4 -2.240645 -1.73179 -2.045607
7.4 -2.26301 -1.754056 -2.06791
7.4 -2.284969 -1.775943 -2.08982
7.4 -2.306551 -1.797474 -2.111364
7.4 -2.327747 -1.818644 -2.132533
7.4 -2.348597 -1.83949 -2.153366
7.4 -2.3691 -1.860009 -2.173862
7.4 -2.389261 -1.880203 -2.194024
7.4 -2.407137 -1.898448 -2.212056
7.4 -2.424605 -1.916363 -2.229715
7.4 -2.442065 -1.934288 -2.247375
7.4 -2.459521 -1.952222 -2.265035
7.4 -2.47695 -1.970146 -2.282676
7.4 -2.494346 -1.988053 -2.300292
7.4 -2.511734 -2.005967 -2.317904
7.4 -2.529102 -2.023876 -2.335503
7.4 -2.546437 -2.041766 -2.353076
7.4 -2.563734 -2.059633 -2.370616
7.4 -2.581013 -2.077495 -2.388143
7.4 -2.598251 -2.095328 -2.405635
7.4 -2.615472 -2.113158 -2.423115
7.4 -2.63264 -2.130947 -2.440547
7.4 -2.649782 -2.148721 -2.457959
7.4 -2.666891 -2.166473 -2.47534
7.4 -2.683968 -2.184203 -2.492694
7.4 -2.700979 -2.201877 -2.509987
7.4 -2.71797 -2.219543 -2.527265
7.4 -2.734884 -2.237146 -2.54447
7.4 -2.751716 -2.254684 -2.561601
7.4 -2.768471 -2.272161 -2.578662
7.4 -2.785163 -2.289589 -2.595663
7.4 -2.801765 -2.30694 -2.612582
7.4 -2.818306 -2.324245 -2.629444
7.4 -2.834764 -2.341477 -2.646227
7.4 -2.851141 -2.358643 -2.662936
7.4 -2.867456 -2.375756 -2.679586
7.4 -2.883682 -2.392789 -2.696151
7.4 -2.899848 -2.40977 -2.712659
7.4 -2.915924 -2.426666 -2.729078
7.4 -2.931917 -2.443483 -2.745416
7.4 -2.947836 -2.460225 -2.761679
7.4 -2.963661 -2.476868 -2.777847
7.4 -2.979366 -2.493376 -2.793887
7.4 -2.994912 -2.509702 -2.809758
7.4 -3.010191 -2.525719 -2.825345
7.4 -3.025009 -2.541208 -2.840441
7.4 -3.039111 -2.555897 -2.854786
7.4 -3.052331 -2.569617 -2.868211
7.4 -3.064719 -2.582437 -2.880775
7.4 -3.076586 -2.594694 -2.892802
7.4 -3.088165 -2.60663 -2.904525
7.4 -3.099583 -2.618375 -2.916075
7.4 -3.110744 -2.62982 -2.927352
7.4 -3.12137 -2.640635 -2.938059
7.4 -3.130958 -2.650218 -2.947643
7.4 -3.138729 -2.657737 -2.9553
7.4 -3.144163 -2.662667 -2.960511
7.4 -3.147514 -2.665323 -2.963555
7.4 -3.1493 -2.666289 -2.964979
7.4 -3.149978 -2.666069 -2.965261
7.4 -3.149859 -2.664999 -2.964721
7.4 -3.149071 -2.663222 -2.963495
7.4 -3.147828 -2.660982 -2.961814
7.4 -3.146207 -2.658369 -2.959761
7.4 -3.144405 -2.655575 -2.957526
7.4 -3.142472 -2.652652 -2.955161
7.4 -3.140497 -2.649697 -2.952759
7.4 -3.138555 -2.646786 -2.950393
7.4 -3.136647 -2.643926 -2.948068
7.4 -3.13483 -2.641176 -2.945842
7.4 -3.133148 -2.638582 -2.94376
7.4 -3.13161 -2.636158 -2.941833
7.4 -3.130222 -2.633909 -2.940066
7.4 -3.129029 -2.631886 -2.938507
7.4 -3.128039 -2.630098 -2.937164
7.4 -3.127258 -2.628556 -2.936046
7.4 -3.126658 -2.62723 -2.935123
7.4 -3.126256 -2.626141 -2.934416
7.4 -3.126048 -2.625283 -2.933919
7.4 -3.126022 -2.624642 -2.933619
7.4 -3.126173 -2.624218 -2.933514
7.4 -3.126455 -2.623969 -2.933559
7.4 -3.126855 -2.623882 -2.933742
7.4 -3.127327 -2.623912 -2.934017
7.4 -3.127857 -2.624049 -2.934371
7.4 -3.128399 -2.62425 -2.934761
7.4 -3.128946 -2.624513 -2.935181
7.4 -3.129477 -2.624814 -2.935609
7.4 -3.129997 -2.625158 -2.936051
7.4 -3.130508 -2.625542 -2.936505
7.4 -3.131021 -2.625978 -2.936983
7.4 -3.131534 -2.626466 -2.937485
7.4 -3.132031 -2.626985 -2.937991
7.4 -3.132504 -2.627558 -2.938508
7.4 -3.13286 -2.628087 -2.93894
7.4 -3.133058 -2.628552 -2.939256
7.4 -3.133201 -2.629059 -2.939561
7.4 -3.133234 -2.629543 -2.939795
7.4 -3.133251 -2.63009 -2.940048
7.4 -3.133331 -2.630741 -2.940381
7.4 -3.133572 -2.631609 -2.940901
7.4 -3.134093 -2.632798 -2.94172
7.4 -3.134919 -2.634323 -2.942856
7.4 -3.136291 -2.636436 -2.944557
7.4 -3.137877 -2.638783 -2.94648
7.4 -3.140052 -2.641756 -2.949007
7.4 -3.142472 -2.644994 -2.951787
7.4 -3.145483 -2.648855 -2.955171
7.4 -3.148754 -2.652996 -2.958824
7.4 -3.152683 -2.657822 -2.963145
7.4 -3.156842 -2.662897 -2.967703
7.4 -3.161682 -2.668679 -2.972952
7.4 -3.166867 -2.674824 -2.978554
7.4 -3.172403 -2.681335 -2.984514
7.4 -3.178393 -2.688331 -2.990942
7.4 -3.184487 -2.695468 -2.997499
7.4 -3.190936 -2.702974 -3.004416
7.4 -3.197741 -2.710848 -3.011694
7.4 -3.204883 -2.719073 -3.019313
7.4 -3.212353 -2.727637 -3.027265
7.4 -3.220136 -2.736524 -3.035532
7.4 -3.22819 -2.745691 -3.044073
7.4 -3.236474 -2.755095 -3.052848
7.4 -3.244985 -2.764736 -3.06185
7.4 -3.253681 -2.774567 -3.07104
7.4 -3.262556 -2.784584 -3.08041
7.4 -3.271577 -2.794753 -3.089928
7.4 -3.280739 -2.805068 -3.099587
7.4 -3.290019 -2.81551 -3.109368
7.4 -3.299385 -2.82604 -3.119234
7.4 -3.308838 -2.836664 -3.129189
7.4 -3.318372 -2.847373 -3.139225
7.4 -3.327947 -2.858127 -3.149304
7.4 -3.337588 -2.868954 -3.15945
7.4 -3.347244 -2.879801 -3.169612
7.4 -3.35696 -2.89071 -3.179834
7.4 -3.366673 -2.901623 -3.190055
7.4 -3.376404 -2.912556 -3.200293
7.4 -3.386132 -2.923491 -3.21053
7.4 -3.395874 -2.934444 -3.220781
7.4 -3.405598 -2.945382 -3.231015
7.4 -3.415323 -2.956325 -3.24125
7.4 -3.425037 -2.967261 -3.251475
7.4 -3.434714 -2.978162 -3.261663
7.4 -3.444376 -2.989051 -3.271837
7.4 -3.454029 -2.999934 -3.282001
7.4 -3.463643 -3.010781 -3.292129
7.4 -3.473243 -3.021616 -3.302242
7.4 -3.482825 -3.032433 -3.312336
7.4 -3.492389 -3.043234 -3.322412
7.4 -3.501927 -3.054009 -3.332462
7.4 -3.511448 -3.064769 -3.342495
7.4 -3.520949 -3.075509 -3.352508
7.4 -3.530438 -3.086236 -3.362509
7.4 -3.539922 -3.096958 -3.372504
7.4 -3.549392 -3.107665 -3.382484
7.4 -3.558846 -3.118354 -3.392448
7.4 -3.568301 -3.129043 -3.402412
7.4 -3.577756 -3.139731 -3.412376
7.4 -3.58719 -3.150395 -3.422317
7.4 -3.596638 -3.16107 -3.432271
7.4 -3.606064 -3.171721 -3.442203
7.4 -3.615502 -3.182381 -3.452146
7.4 -3.62493 -3.193027 -3.462078
7.4 -3.634346 -3.203657 -3.471997
7.4 -3.64377 -3.214292 -3.481922
7.4 -3.653192 -3.224925 -3.491847
7.4 -3.662605 -3.23555 -3.501763
7.4 -3.672015 -3.246177 -3.511678
7.4 -3.681431 -3.256813 -3.521599
7.4 -3.690826 -3.26743 -3.531502
7.4 -3.700209 -3.278039 -3.541394
7.4 -3.709601 -3.28866 -3.551296
7.4 -3.718974 -3.299265 -3.561181
7.4 -3.728334 -3.309861 -3.571055
7.4 -3.737694 -3.32046 -3.58093
7.4 -3.747047 -3.331056 -3.590801
7.4 -3.756395 -3.34165 -3.600667
7.4 -3.765736 -3.352241 -3.61053
7.4 -3.77507 -3.362828 -3.620386
7.4 -3.784405 -3.37342 -3.630245
7.4 -3.793718 -3.383995 -3.640085
7.4 -3.803041 -3.394583 -3.649937
7.4 -3.812344 -3.405155 -3.659771
7.4 -3.82165 -3.415735 -3.66961
7.4 -3.830961 -3.426323 -3.679456
7.4 -3.840259 -3.436903 -3.689291
7.4 -3.849557 -3.447489 -3.699131
7.4 -3.858852 -3.458075 -3.708967
7.4 -3.86814 -3.468661 -3.718802
7.4 -3.87744 -3.479262 -3.728649
7.4 -3.886746 -3.489873 -3.738506
7.4 -3.896136 -3.500587 -3.748441
7.4 -3.90568 -3.511473 -3.75852
7.4 -3.915199 -3.522341 -3.768579
7.4 -3.924717 -3.533212 -3.778639
7.4 -3.934225 -3.544077 -3.788693
7.4 -3.943738 -3.554953 -3.798755
7.4 -3.953248 -3.56583 -3.808817
7.4 -3.962756 -3.57671 -3.818881
7.4 -3.972255 -3.587588 -3.82894
7.4 -3.981738 -3.598453 -3.838986
7.4 -3.991228 -3.609331 -3.849044
7.4 -4.000725 -3.62022 -3.85911
7.4 -4.01021 -3.631101 -3.869169
7.4 -4.019704 -3.641997 -3.87924
7.4 -4.02921 -3.652907 -3.889325
7.4 -4.03872 -3.663826 -3.899418
7.4 -4.048232 -3.67475 -3.909516
7.4 -4.057772 -3.685704 -3.919644
7.4 -4.067321 -3.69667 -3.929783
7.4 -4.07687 -3.707637 -3.939924
7.4 -4.08646 -3.718648 -3.950109
7.4 -4.09609 -3.729699 -3.960334
7.4 -4.105733 -3.740764 -3.970575
7.4 -4.115419 -3.751872 -3.980859
7.4 -4.125163 -3.763037 -3.991201
7.4 -4.134962 -3.774257 -4.0016
7.4 -4.144826 -3.785541 -4.012064
7.4 -4.154743 -3.796877 -4.022581
7.4 -4.164721 -3.808273 -4.033159
7.4 -4.174778 -3.819748 -4.043818
7.4 -4.184923 -3.831307 -4.054561
7.4 -4.195143 -3.84294 -4.06538
7.4 -4.205447 -3.854657 -4.076284
7.4 -4.215856 -3.866475 -4.087291
7.4 -4.226366 -3.878392 -4.098397
7.4 -4.236989 -3.890418 -4.109615
7.4 -4.247706 -3.902537 -4.120927
7.4 -4.258549 -3.914777 -4.132362
7.4 -4.269519 -3.927141 -4.143922
7.4 -4.280602 -3.939613 -4.155591
7.4 -4.291805 -3.952205 -4.167381
7.4 -4.303134 -3.964917 -4.179294
7.4 -4.31457 -3.977735 -4.191313
7.4 -4.32615 -3.99069 -4.203473
7.4 -4.33785 -4.00376 -4.215751
7.4 -4.349655 -4.016935 -4.228135
7.4 -4.361571 -4.030219 -4.240629
7.4 -4.373624 -4.043634 -4.253258
7.4 -4.385802 -4.057173 -4.26601
7.4 -4.39808 -4.070809 -4.278862
7.4 -4.410504 -4.084585 -4.291858
7.4 -4.423053 -4.098483 -4.304976
7.4 -4.435751 -4.112524 -4.318242
7.4 -4.448601 -4.126713 -4.331657
7.4 -4.461634 -4.141079 -4.345253
7.4 -4.474906 -4.155673 -4.359082
7.4 -4.48845 -4.170524 -4.373176
7.4 -4.502384 -4.185739 -4.387649
7.4 -4.509747 -4.19373 -4.395275
7.4 -4.517332 -4.201921 -4.403112
7.4 -4.525241 -4.21038 -4.41125
7.4 -4.533403 -4.218926 -4.419565
7.4 -4.537632 -4.222855 -4.423651
7.4 -4.536942 -4.221518 -4.422675
7.4 -4.534704 -4.218576 -4.42013
7.4 -4.531841 -4.214996 -4.416954
7.4 -4.528513 -4.210944 -4.413313
7.4 -4.525095 -4.206802 -4.409581
7.4 -4.521518 -4.202499 -4.405689
7.4 -4.517885 -4.198143 -4.401744
7.4 -4.514198 -4.193731 -4.397743
7.4 -4.510487 -4.189294 -4.393718
7.4 -4.506763 -4.184846 -4.389681
7.4 -4.503038 -4.180399 -4.385644
7.4 -4.499319 -4.175955 -4.381611
7.4 -4.495608 -4.171522 -4.377589
7.4 -4.491905 -4.167095 -4.373573
7.4 -4.488212 -4.16268 -4.369567
7.4 -4.484532 -4.158279 -4.365577
7.4 -4.480866 -4.153891 -4.361599
7.4 -4.477202 -4.149508 -4.357624
7.4 -4.473558 -4.145141 -4.353668
7.4 -4.469902 -4.140763 -4.3497
7.4 -4.466244 -4.136385 -4.345732
7.4 -4.452051 -4.119367 -4.33032
7.4 -4.438026 -4.102519 -4.315079
7.4 -4.424209 -4.085883 -4.300049
7.4 -4.410685 -4.069536 -4.285311
7.4 -4.39736 -4.053389 -4.270767
7.4 -4.384344 -4.037553 -4.256532
7.4 -4.371556 -4.021944 -4.242523
7.4 -4.358904 -4.006472 -4.228649
7.4 -4.346505 -3.991258 -4.215031
7.4 -4.334395 -3.976345 -4.201707
7.4 -4.322653 -3.961807 -4.188756
7.4 -4.311148 -3.947516 -4.176047
7.4 -4.300033 -3.933633 -4.163739
7.4 -4.289352 -3.9202 -4.151874
7.4 -4.278922 -3.907031 -4.140269
7.4 -4.269024 -3.89442 -4.12921
7.4 -4.260019 -3.882739 -4.119063
7.4 -4.251806 -3.87188 -4.109721
7.4 -4.244225 -3.861691 -4.101031
7.4 -4.238664 -3.853614 -4.094401
7.4 -4.238248 -3.850995 -4.09304
7.4 -4.25417 -3.865677 -4.108389
7.4 -4.281629 -3.892431 -4.135474
7.4 -4.30768 -3.919895 -4.162063
7.4 -4.333456 -3.947373 -4.188504
7.4 -4.356559 -3.972433 -4.212392
7.4 -4.378502 -3.996537 -4.235216
7.4 -4.400257 -4.0205 -4.257876
7.4 -4.420598 -4.043164 -4.27918
7.4 -4.440752 -4.065646 -4.300305
7.4 -4.460106 -4.08743 -4.32068
7.4 -4.478714 -4.108517 -4.340337
7.4 -4.498098 -4.13035 -4.360758
7.4 -4.516407 -4.151145 -4.380126
7.4 -4.534661 -4.171931 -4.399464
7.4 -4.552292 -4.192135 -4.4182
7.4 -4.569709 -4.212144 -4.436734
7.4 -4.587247 -4.232274 -4.45539
7.4 -4.604147 -4.251793 -4.473422
7.4 -4.620544 -4.270836 -4.490964
7.4 -4.636357 -4.289301 -4.507926
7.4 -4.651013 -4.306655 -4.523751
7.4 -4.665205 -4.323553 -4.539116
7.4 -4.681213 -4.342255 -4.556282
7.4 -4.699723 -4.36343 -4.575931
7.4 -4.719713 -4.38605 -4.597043
7.4 -4.739587 -4.408509 -4.61802
7.4 -4.756736 -4.428234 -4.636275
7.4 -4.77043 -4.444571 -4.651114
7.4 -4.784829 -4.461656 -4.666677
7.4 -4.800846 -4.480371 -4.683861
7.4 -4.817899 -4.500162 -4.702083
7.4 -4.835031 -4.520194 -4.720378
7.4 -4.85185 -4.53992 -4.738362
7.4 -4.868042 -4.559015 -4.755727
7.4 -4.884423 -4.578278 -4.773281
7.4 -4.901278 -4.597995 -4.791312
7.4 -4.91773 -4.617295 -4.808949
7.4 -4.934524 -4.636926 -4.826927
7.4 -4.952286 -4.65751 -4.845862
7.4 -4.969972 -4.67801 -4.864709
7.4 -4.9862 -4.697034 -4.882094
7.4 -5.000918 -4.714535 -4.897973
7.4 -5.014771 -4.73117 -4.912992
7.4 -5.027983 -4.747166 -4.927374
7.4 -5.040837 -4.762801 -4.941401
7.4 -5.053473 -4.778217 -4.955212
7.4 -5.066025 -4.793541 -4.968935
7.4 -5.078417 -4.808698 -4.982497
7.4 -5.090521 -4.82355 -4.995765
